X [s],L DELTOID POSTERIOR: EMG 5 [V],L DELTOID POSTERIOR: EMG 5->filter (FilterSlidingRMS45) [V]
2.593588e+000,-8.560311e-006,4.248845e-005
2.594382e+000,-1.057450e-005,4.248427e-005
2.595176e+000,-7.553216e-006,4.248387e-005
2.595971e+000,-7.553216e-006,4.248097e-005
2.596765e+000,-3.524834e-006,4.247685e-005
2.597559e+000,-4.531929e-006,4.247106e-005
2.598353e+000,-6.378271e-006,4.246489e-005
2.599147e+000,-8.560311e-006,4.246249e-005
2.599941e+000,-8.896010e-006,4.245960e-005
2.600735e+000,-1.091020e-005,4.245663e-005
2.601529e+000,-1.225299e-005,4.245690e-005
2.602324e+000,-1.023880e-005,4.245834e-005
2.603118e+000,-1.158160e-005,4.245600e-005
2.603912e+000,-1.023880e-005,4.245410e-005
2.604706e+000,-1.460288e-005,4.245110e-005
2.605500e+000,-1.527428e-005,4.245110e-005
2.606294e+000,-1.493858e-005,4.245257e-005
2.607088e+000,-1.930266e-005,4.245435e-005
2.607882e+000,-2.299535e-005,4.245754e-005
2.608676e+000,-2.500954e-005,4.245812e-005
2.609471e+000,-2.366674e-005,4.245684e-005
2.610265e+000,-2.299535e-005,4.246134e-005
2.611059e+000,-2.836652e-005,4.246907e-005
2.611853e+000,-3.776608e-005,4.248888e-005
2.612647e+000,-4.112306e-005,4.253238e-005
2.613441e+000,-3.910887e-005,4.259268e-005
2.614235e+000,-3.273060e-005,4.264788e-005
2.615029e+000,-2.400244e-005,4.268698e-005
2.615824e+000,-1.644922e-005,4.270809e-005
2.616618e+000,-1.158160e-005,4.271523e-005
2.617412e+000,-5.539025e-006,4.271384e-005
2.618206e+000,1.846342e-006,4.271040e-005
2.619000e+000,1.023880e-005,4.270662e-005
2.619794e+000,1.829557e-005,4.270758e-005
2.620588e+000,2.433814e-005,4.271982e-005
2.621382e+000,2.870222e-005,4.274089e-005
2.622176e+000,3.172351e-005,4.277028e-005
2.622971e+000,3.675899e-005,4.280542e-005
2.623765e+000,4.750134e-005,4.285528e-005
2.624559e+000,4.548714e-005,4.293728e-005
2.625353e+000,3.205920e-005,4.300839e-005
2.626147e+000,1.661708e-005,4.303493e-005
2.626941e+000,-3.189136e-006,4.302726e-005
2.627735e+000,-1.527428e-005,4.300127e-005
2.628529e+000,-1.359579e-005,4.297263e-005
2.629324e+000,-1.661708e-005,4.295105e-005
2.630118e+000,-2.265965e-005,4.293421e-005
2.630912e+000,-2.568093e-005,4.293098e-005
2.631706e+000,-3.004501e-005,4.293224e-005
2.632500e+000,-4.515145e-005,4.293517e-005
2.633294e+000,-5.421531e-005,4.298564e-005
2.634088e+000,-5.354391e-005,4.306604e-005
2.634882e+000,-4.884413e-005,4.313075e-005
2.635676e+000,-5.052262e-005,4.318765e-005
2.636471e+000,-5.119402e-005,4.325987e-005
2.637265e+000,-5.052262e-005,4.332907e-005
2.638059e+000,-5.320821e-005,4.338816e-005
2.638853e+000,-5.925078e-005,4.345961e-005
2.639647e+000,-5.421531e-005,4.355724e-005
2.640441e+000,-4.649424e-005,4.363520e-005
2.641235e+000,-3.810178e-005,4.368807e-005
2.642029e+000,-3.340200e-005,4.370507e-005
2.642824e+000,-2.903792e-005,4.371570e-005
2.643618e+000,-2.299535e-005,4.372363e-005
2.644412e+000,-2.232395e-005,4.372474e-005
2.645206e+000,-2.836652e-005,4.373615e-005
2.646000e+000,-2.232395e-005,4.376336e-005
2.646794e+000,-1.359579e-005,4.377839e-005
2.647588e+000,-3.189136e-006,4.378130e-005
2.648382e+000,3.860533e-006,4.378056e-005
2.649176e+000,-8.392462e-007,4.378105e-005
2.649971e+000,9.903105e-006,4.378053e-005
2.650765e+000,4.011597e-005,4.378346e-005
2.651559e+000,6.076142e-005,4.384014e-005
2.652353e+000,7.234302e-005,4.397139e-005
2.653147e+000,5.589380e-005,4.415720e-005
2.653941e+000,2.182040e-005,4.425488e-005
2.654735e+000,1.594568e-005,4.422249e-005
2.655529e+000,6.546120e-006,4.418386e-005
2.656324e+000,-1.309224e-005,4.417004e-005
2.657118e+000,-2.769513e-005,4.417080e-005
2.657912e+000,-3.810178e-005,4.419537e-005
2.658706e+000,-4.582284e-005,4.424711e-005
2.659500e+000,-5.421531e-005,4.432176e-005
2.660294e+000,-5.522240e-005,4.441294e-005
2.661088e+000,-5.455100e-005,4.448726e-005
2.661882e+000,-5.606165e-005,4.452921e-005
2.662676e+000,-5.320821e-005,4.453779e-005
2.663471e+000,-4.850843e-005,4.452865e-005
2.664265e+000,-4.464790e-005,4.451409e-005
2.665059e+000,-3.978027e-005,4.449650e-005
2.665853e+000,-3.575189e-005,4.447520e-005
2.666647e+000,-2.568093e-005,4.446238e-005
2.667441e+000,-9.735256e-006,4.444841e-005
2.668235e+000,1.174945e-006,4.442018e-005
2.669029e+000,2.517739e-006,4.440071e-005
2.669824e+000,3.189136e-006,4.439364e-005
2.670618e+000,3.189136e-006,4.439337e-005
2.671412e+000,2.517739e-006,4.439320e-005
2.672206e+000,-8.392462e-007,4.438352e-005
2.673000e+000,-9.567407e-006,4.436724e-005
2.673794e+000,-8.392462e-007,4.436178e-005
2.674588e+000,1.191730e-005,4.435875e-005
2.675382e+000,1.174945e-005,4.434953e-005
2.676176e+000,2.853437e-006,4.426517e-005
2.676971e+000,-4.867628e-006,4.405143e-005
2.677765e+000,-8.224612e-006,4.386270e-005
2.678559e+000,-1.023880e-005,4.379218e-005
2.679353e+000,-1.728847e-005,4.378751e-005
2.680147e+000,-3.004501e-005,4.379784e-005
2.680941e+000,-3.407340e-005,4.382489e-005
2.681735e+000,-2.970932e-005,4.383784e-005
2.682529e+000,-2.030976e-005,4.382520e-005
2.683324e+000,-2.265965e-005,4.379017e-005
2.684118e+000,-3.038071e-005,4.375510e-005
2.684912e+000,-4.011597e-005,4.372511e-005
2.685706e+000,-5.152972e-005,4.371383e-005
2.686500e+000,-5.421531e-005,4.373847e-005
2.687294e+000,-5.421531e-005,4.376677e-005
2.688088e+000,-5.287251e-005,4.377584e-005
2.688882e+000,-4.917983e-005,4.378652e-005
2.689676e+000,-3.944457e-005,4.378349e-005
2.690471e+000,-2.500954e-005,4.376145e-005
2.691265e+000,1.174945e-006,4.372063e-005
2.692059e+000,3.440909e-005,4.366494e-005
2.692853e+000,7.234302e-005,4.365424e-005
2.693647e+000,8.442817e-005,4.379651e-005
2.694441e+000,7.167162e-005,4.401334e-005
2.695235e+000,5.287251e-005,4.416176e-005
2.696029e+000,3.340200e-005,4.423808e-005
2.696824e+000,2.467384e-005,4.426435e-005
2.697618e+000,2.098116e-005,4.426939e-005
2.698412e+000,1.661708e-005,4.427013e-005
2.699206e+000,9.231709e-006,4.426666e-005
2.700000e+000,-2.014191e-006,4.425856e-005
2.700794e+000,-1.393149e-005,4.424752e-005
2.701588e+000,-2.970932e-005,4.424630e-005
2.702382e+000,-4.917983e-005,4.427073e-005
2.703176e+000,-5.723659e-005,4.435033e-005
2.703971e+000,-6.411841e-005,4.446118e-005
2.704765e+000,-6.395056e-005,4.459709e-005
2.705559e+000,-6.260777e-005,4.473182e-005
2.706353e+000,-6.428626e-005,4.486173e-005
2.707147e+000,-5.992218e-005,4.499545e-005
2.707941e+000,-5.958648e-005,4.511260e-005
2.708735e+000,-5.555810e-005,4.523124e-005
2.709529e+000,-4.884413e-005,4.533610e-005
2.710324e+000,-4.716563e-005,4.541744e-005
2.711118e+000,-3.776608e-005,4.549371e-005
2.711912e+000,-2.568093e-005,4.554226e-005
2.712706e+000,-1.762417e-005,4.556449e-005
2.713500e+000,-1.359579e-005,4.557486e-005
2.714294e+000,-2.517739e-006,4.558070e-005
2.715088e+000,6.210422e-006,4.557927e-005
2.715882e+000,1.527428e-005,4.557862e-005
2.716676e+000,3.172351e-005,4.558543e-005
2.717471e+000,3.927672e-005,4.561922e-005
2.718265e+000,3.642328e-005,4.567105e-005
2.719059e+000,2.702373e-005,4.571191e-005
2.719853e+000,1.997406e-005,4.573025e-005
2.720647e+000,1.661708e-005,4.573637e-005
2.721441e+000,7.888914e-006,4.573115e-005
2.722235e+000,8.896010e-006,4.571268e-005
2.723029e+000,-1.846342e-006,4.568606e-005
2.723824e+000,-1.359579e-005,4.563284e-005
2.724618e+000,-2.803082e-005,4.556160e-005
2.725412e+000,-3.172351e-005,4.548371e-005
2.726206e+000,-1.712062e-005,4.539455e-005
2.727000e+000,-1.091020e-005,4.529248e-005
2.727794e+000,-1.762417e-005,4.520922e-005
2.728588e+000,-2.568093e-005,4.515149e-005
2.729382e+000,-3.205920e-005,4.513735e-005
2.730176e+000,-3.642328e-005,4.515953e-005
2.730971e+000,-3.575189e-005,4.520418e-005
2.731765e+000,-3.810178e-005,4.524361e-005
2.732559e+000,-3.910887e-005,4.528247e-005
2.733353e+000,-4.112306e-005,4.533229e-005
2.734147e+000,-3.709468e-005,4.539122e-005
2.734941e+000,-3.306630e-005,4.543839e-005
2.735735e+000,-3.239490e-005,4.544292e-005
2.736529e+000,-2.970932e-005,4.538539e-005
2.737324e+000,-1.896696e-005,4.537482e-005
2.738118e+000,-9.903105e-006,4.537249e-005
2.738912e+000,-3.189136e-006,4.520202e-005
2.739706e+000,-1.174945e-006,4.475060e-005
2.740500e+000,2.182040e-006,4.423664e-005
2.741294e+000,8.896010e-006,4.398356e-005
2.742088e+000,1.460288e-005,4.392910e-005
2.742882e+000,9.903105e-006,4.391323e-005
2.743676e+000,2.182040e-006,4.390232e-005
2.744471e+000,-5.539025e-006,4.390232e-005
2.745265e+000,-1.023880e-005,4.384105e-005
2.746059e+000,-2.030976e-005,4.362591e-005
2.746853e+000,-3.189136e-005,4.336103e-005
2.747647e+000,-3.743038e-005,4.321737e-005
2.748441e+000,-3.440909e-005,4.320567e-005
2.749235e+000,-2.870222e-005,4.324754e-005
2.750029e+000,-3.239490e-005,4.326728e-005
2.750824e+000,-3.205920e-005,4.328163e-005
2.751618e+000,-2.836652e-005,4.328473e-005
2.752412e+000,-2.836652e-005,4.327533e-005
2.753206e+000,-2.601663e-005,4.330156e-005
2.754000e+000,-2.030976e-005,4.324920e-005
2.754794e+000,-8.560311e-006,4.301572e-005
2.755588e+000,-1.174945e-006,4.271439e-005
2.756382e+000,1.191730e-005,4.252251e-005
2.757176e+000,2.433814e-005,4.242436e-005
2.757971e+000,3.172351e-005,4.235822e-005
2.758765e+000,3.994812e-005,4.229748e-005
2.759559e+000,2.769513e-005,4.219695e-005
2.760353e+000,5.874723e-006,4.209025e-005
2.761147e+000,8.392462e-007,4.207543e-005
2.761941e+000,-1.510643e-006,4.201451e-005
2.762735e+000,-8.896010e-006,4.165510e-005
2.763529e+000,-1.762417e-005,4.102639e-005
2.764324e+000,-2.702373e-005,4.055507e-005
2.765118e+000,-2.702373e-005,4.032503e-005
2.765912e+000,-2.182040e-005,4.015445e-005
2.766706e+000,-2.836652e-005,3.991304e-005
2.767500e+000,-3.440909e-005,3.945137e-005
2.768294e+000,-3.709468e-005,3.865994e-005
2.769088e+000,-4.313725e-005,3.773833e-005
2.769882e+000,-4.515145e-005,3.722587e-005
2.770676e+000,-4.750134e-005,3.722972e-005
2.771471e+000,-4.783703e-005,3.731479e-005
2.772265e+000,-4.649424e-005,3.729913e-005
2.773059e+000,-4.213016e-005,3.709616e-005
2.773853e+000,-4.313725e-005,3.676262e-005
2.774647e+000,-3.776608e-005,3.644677e-005
2.775441e+000,-3.205920e-005,3.606842e-005
2.776235e+000,-3.273060e-005,3.551916e-005
2.777029e+000,-4.045167e-005,3.488287e-005
2.777824e+000,-4.615854e-005,3.421813e-005
2.778618e+000,-4.313725e-005,3.357174e-005
2.779412e+000,-2.232395e-005,3.291183e-005
2.780206e+000,3.524834e-006,3.226743e-005
2.781000e+000,2.534523e-005,3.165851e-005
2.781794e+000,3.306630e-005,3.114009e-005
2.782588e+000,1.460288e-005,3.074003e-005
2.783382e+000,-2.568093e-005,3.036472e-005
2.784176e+000,-3.743038e-005,3.009492e-005
2.784971e+000,-1.057450e-005,2.991918e-005
2.785765e+000,3.071641e-005,2.971806e-005
2.786559e+000,9.047074e-005,2.960798e-005
2.787353e+000,1.299153e-004,2.992682e-005
2.788147e+000,1.260548e-004,3.073127e-005
2.788941e+000,8.342107e-005,3.149516e-005
2.789735e+000,2.165255e-005,3.181206e-005
2.790529e+000,6.546120e-006,3.181133e-005
2.791324e+000,1.191730e-005,3.180020e-005
2.792118e+000,1.527428e-005,3.180020e-005
2.792912e+000,9.231709e-006,3.181016e-005
2.793706e+000,-3.524834e-006,3.181205e-005
2.794500e+000,-2.098116e-005,3.181113e-005
2.795294e+000,-3.675899e-005,3.183299e-005
2.796088e+000,-5.320821e-005,3.190034e-005
2.796882e+000,-7.335011e-005,3.204132e-005
2.797676e+000,-8.342107e-005,3.230626e-005
2.798471e+000,-8.879225e-005,3.264235e-005
2.799265e+000,-9.298848e-005,3.301824e-005
2.800059e+000,-9.634547e-005,3.343005e-005
2.800853e+000,-9.349202e-005,3.386686e-005
2.801647e+000,-9.752041e-005,3.427317e-005
2.802441e+000,-1.122911e-004,3.471127e-005
2.803235e+000,-1.210193e-004,3.528405e-005
2.804029e+000,-1.159838e-004,3.593740e-005
2.804824e+000,-1.148089e-004,3.652756e-005
2.805618e+000,-1.205158e-004,3.709768e-005
2.806412e+000,-1.391470e-004,3.771594e-005
2.807206e+000,-1.426719e-004,3.852439e-005
2.808000e+000,-1.008774e-004,3.935642e-005
2.808794e+000,-5.421531e-005,3.976520e-005
2.809588e+000,1.560998e-005,3.988232e-005
2.810382e+000,7.234302e-005,3.989183e-005
2.811176e+000,8.711375e-005,4.009949e-005
2.811971e+000,1.475395e-004,4.039969e-005
2.812765e+000,2.526131e-004,4.124844e-005
2.813559e+000,3.254597e-004,4.364102e-005
2.814353e+000,3.086748e-004,4.734537e-005
2.815147e+000,2.502632e-004,5.044492e-005
2.815941e+000,2.032654e-004,5.238011e-005
2.816735e+000,1.435111e-004,5.361595e-005
2.817529e+000,7.838559e-005,5.421860e-005
2.818324e+000,2.333104e-005,5.439131e-005
2.819118e+000,-2.584878e-005,5.440143e-005
2.819912e+000,-6.126497e-005,5.441706e-005
2.820706e+000,-8.375677e-005,5.452286e-005
2.821500e+000,-8.442817e-005,5.472287e-005
2.822294e+000,-1.008774e-004,5.492666e-005
2.823088e+000,-1.253834e-004,5.521631e-005
2.823882e+000,-1.297475e-004,5.566306e-005
2.824676e+000,-1.270619e-004,5.613720e-005
2.825471e+000,-1.190051e-004,5.658688e-005
2.826265e+000,-1.119554e-004,5.697805e-005
2.827059e+000,-1.102770e-004,5.731797e-005
2.827853e+000,-1.042344e-004,5.764524e-005
2.828647e+000,-8.946365e-005,5.793637e-005
2.829441e+000,-5.723659e-005,5.814867e-005
2.830235e+000,-2.601663e-005,5.823166e-005
2.831029e+000,-6.881819e-006,5.824447e-005
2.831824e+000,1.124590e-005,5.824020e-005
2.832618e+000,3.172351e-005,5.824040e-005
2.833412e+000,6.143282e-005,5.826167e-005
2.834206e+000,7.032883e-005,5.835491e-005
2.835000e+000,4.917983e-005,5.848365e-005
2.835794e+000,1.275654e-005,5.854366e-005
2.836588e+000,-3.524834e-006,5.854229e-005
2.837382e+000,-2.467384e-005,5.853760e-005
2.838176e+000,-6.126497e-005,5.855007e-005
2.838971e+000,-7.603571e-005,5.864363e-005
2.839765e+000,-7.872129e-005,5.879247e-005
2.840559e+000,-7.402152e-005,5.895686e-005
2.841353e+000,-5.253681e-005,5.910016e-005
2.842147e+000,-2.769513e-005,5.917076e-005
2.842941e+000,-4.196231e-006,5.918858e-005
2.843735e+000,-1.695277e-005,5.918708e-005
2.844529e+000,-3.659113e-005,5.919181e-005
2.845324e+000,-4.599069e-005,5.922628e-005
2.846118e+000,-4.112306e-005,5.928158e-005
2.846912e+000,-1.762417e-005,5.932666e-005
2.847706e+000,1.460288e-005,5.933444e-005
2.848500e+000,5.320821e-005,5.933908e-005
2.849294e+000,7.804990e-005,5.941304e-005
2.850088e+000,5.085832e-005,5.957397e-005
2.850882e+000,1.527428e-005,5.963989e-005
2.851676e+000,-1.829557e-005,5.964211e-005
2.852471e+000,-4.682994e-005,5.964825e-005
2.853265e+000,-6.025788e-005,5.970318e-005
2.854059e+000,-5.857939e-005,5.979716e-005
2.854853e+000,-5.320821e-005,5.988280e-005
2.855647e+000,-4.448005e-005,5.995184e-005
2.856441e+000,-3.659113e-005,5.999844e-005
2.857235e+000,-3.642328e-005,6.002408e-005
2.858029e+000,-3.273060e-005,6.004524e-005
2.858824e+000,-2.484169e-005,6.005707e-005
2.859618e+000,-2.299535e-005,6.005858e-005
2.860412e+000,-2.064546e-005,6.005857e-005
2.861206e+000,-1.728847e-005,6.004854e-005
2.862000e+000,-1.661708e-005,6.001864e-005
2.862794e+000,-1.493858e-005,5.998108e-005
2.863588e+000,-1.376364e-005,5.994639e-005
2.864382e+000,-1.191730e-005,5.992296e-005
2.865176e+000,-1.158160e-005,5.991142e-005
2.865971e+000,-1.963836e-005,5.990780e-005
2.866765e+000,-2.366674e-005,5.991449e-005
2.867559e+000,-2.198825e-005,5.992856e-005
2.868353e+000,-1.124590e-005,5.994131e-005
2.869147e+000,-5.874723e-006,5.994189e-005
2.869941e+000,-9.063859e-006,5.993391e-005
2.870735e+000,-1.963836e-005,5.992035e-005
2.871529e+000,-2.735943e-005,5.990870e-005
2.872324e+000,-3.239490e-005,5.990185e-005
2.873118e+000,-4.213016e-005,5.989383e-005
2.873912e+000,-3.575189e-005,5.988103e-005
2.874706e+000,-2.232395e-005,5.985999e-005
2.875500e+000,-2.232395e-005,5.984590e-005
2.876294e+000,-1.829557e-005,5.985182e-005
2.877088e+000,-1.292439e-005,5.986045e-005
2.877882e+000,-1.594568e-005,5.985869e-005
2.878676e+000,-1.158160e-005,5.986054e-005
2.879471e+000,3.189136e-006,5.985676e-005
2.880265e+000,8.224612e-006,5.984337e-005
2.881059e+000,1.728847e-005,5.982762e-005
2.881853e+000,3.994812e-005,5.981154e-005
2.882647e+000,5.622950e-005,5.979976e-005
2.883441e+000,4.615854e-005,5.980568e-005
2.884235e+000,5.455100e-005,5.978607e-005
2.885029e+000,6.764325e-005,5.980178e-005
2.885824e+000,4.330510e-005,5.985563e-005
2.886618e+000,3.054856e-005,5.983579e-005
2.887412e+000,2.098116e-005,5.979268e-005
2.888206e+000,3.860533e-006,5.972898e-005
2.889000e+000,-8.560311e-006,5.963572e-005
2.889794e+000,-2.198825e-005,5.955914e-005
2.890588e+000,-3.944457e-005,5.951426e-005
2.891382e+000,-5.656519e-005,5.951704e-005
2.892176e+000,-6.680400e-005,5.957277e-005
2.892971e+000,-6.781110e-005,5.966944e-005
2.893765e+000,-6.193637e-005,5.977794e-005
2.894559e+000,-5.790799e-005,5.986679e-005
2.895353e+000,-6.126497e-005,5.993454e-005
2.896147e+000,-6.462196e-005,6.002095e-005
2.896941e+000,-7.066453e-005,6.012675e-005
2.897735e+000,-7.167162e-005,6.025858e-005
2.898529e+000,-6.562905e-005,6.039378e-005
2.899324e+000,-5.522240e-005,6.050722e-005
2.900118e+000,-3.978027e-005,6.058484e-005
2.900912e+000,-1.460288e-005,6.058413e-005
2.901706e+000,7.217518e-006,6.049263e-005
2.902500e+000,2.182040e-006,6.035609e-005
2.903294e+000,-1.426719e-005,6.027373e-005
2.904088e+000,-9.567407e-006,6.026653e-005
2.904882e+000,-8.392462e-007,6.026223e-005
2.905676e+000,1.393149e-005,6.026112e-005
2.906471e+000,3.239490e-005,6.026172e-005
2.907265e+000,5.203327e-005,6.026918e-005
2.908059e+000,3.709468e-005,6.030234e-005
2.908853e+000,1.258869e-005,6.028323e-005
2.909647e+000,-6.210422e-006,6.020973e-005
2.910441e+000,1.510643e-006,6.013005e-005
2.911235e+000,5.874723e-006,6.005125e-005
2.912029e+000,-6.881819e-006,5.996877e-005
2.912824e+000,-4.196231e-006,5.989481e-005
2.913618e+000,3.189136e-006,5.983269e-005
2.914412e+000,3.121996e-005,5.977988e-005
2.915206e+000,4.112306e-005,5.976369e-005
2.916000e+000,3.474479e-005,5.977469e-005
2.916794e+000,6.546120e-006,5.978928e-005
2.917588e+000,-1.712062e-005,5.978790e-005
2.918382e+000,-3.306630e-005,5.979567e-005
2.919176e+000,-4.347295e-005,5.982461e-005
2.919971e+000,-4.884413e-005,5.987462e-005
2.920765e+000,-5.522240e-005,5.993776e-005
2.921559e+000,-5.522240e-005,6.001856e-005
2.922353e+000,-6.025788e-005,6.009939e-005
2.923147e+000,-7.905699e-005,6.019310e-005
2.923941e+000,-9.282063e-005,6.035819e-005
2.924735e+000,-9.382772e-005,6.058133e-005
2.925529e+000,-7.133593e-005,6.080867e-005
2.926324e+000,-2.769513e-005,6.094157e-005
2.927118e+000,1.846342e-006,6.096099e-005
2.927912e+000,4.531929e-006,6.095931e-005
2.928706e+000,-7.553216e-006,6.095711e-005
2.929500e+000,-1.258869e-005,6.095080e-005
2.930294e+000,-1.896696e-005,6.093135e-005
2.931088e+000,-2.836652e-005,6.091041e-005
2.931882e+000,-2.249180e-005,6.090837e-005
2.932676e+000,-8.224612e-006,6.091081e-005
2.933471e+000,-6.546120e-006,6.089915e-005
2.934265e+000,-3.373770e-005,6.087614e-005
2.935059e+000,-6.428626e-005,6.086381e-005
2.935853e+000,-7.939269e-005,6.090246e-005
2.936647e+000,-4.179446e-005,6.099034e-005
2.937441e+000,4.145876e-005,6.095920e-005
2.938235e+000,1.226978e-004,6.093107e-005
2.939029e+000,1.599603e-004,6.126041e-005
2.939824e+000,2.237430e-004,6.188191e-005
2.940618e+000,2.386816e-004,6.314117e-005
2.941412e+000,1.874876e-004,6.456186e-005
2.942206e+000,1.426719e-004,6.539427e-005
2.943000e+000,1.055772e-004,6.576146e-005
2.943794e+000,6.495765e-005,6.585869e-005
2.944588e+000,3.273060e-005,6.583650e-005
2.945382e+000,2.635233e-005,6.579479e-005
2.946176e+000,2.534523e-005,6.578459e-005
2.946971e+000,2.265965e-005,6.578540e-005
2.947765e+000,1.829557e-005,6.578718e-005
2.948559e+000,9.231709e-006,6.578860e-005
2.949353e+000,-8.224612e-006,6.578859e-005
2.950147e+000,-2.601663e-005,6.579013e-005
2.950941e+000,-3.608759e-005,6.580182e-005
2.951735e+000,-4.582284e-005,6.581198e-005
2.952529e+000,-2.903792e-005,6.580426e-005
2.953324e+000,1.728847e-005,6.574536e-005
2.954118e+000,5.152972e-005,6.565296e-005
2.954912e+000,6.697185e-005,6.561816e-005
2.955706e+000,4.078737e-005,6.563188e-005
2.956500e+000,1.930266e-005,6.557195e-005
2.957294e+000,-1.225299e-005,6.549375e-005
2.958088e+000,-3.591974e-005,6.541103e-005
2.958882e+000,-5.186542e-005,6.536728e-005
2.959676e+000,-8.610666e-005,6.537469e-005
2.960471e+000,-1.277333e-004,6.550098e-005
2.961265e+000,-1.673457e-004,6.586195e-005
2.962059e+000,-1.720455e-004,6.651979e-005
2.962853e+000,-1.497215e-004,6.721727e-005
2.963647e+000,-9.684901e-005,6.774188e-005
2.964441e+000,-3.172351e-005,6.796185e-005
2.965235e+000,-2.198825e-005,6.798453e-005
2.966029e+000,-5.421531e-005,6.799039e-005
2.966824e+000,-8.946365e-005,6.803565e-005
2.967618e+000,-1.273976e-004,6.818669e-005
2.968412e+000,-1.478752e-004,6.853385e-005
2.969206e+000,-1.532464e-004,6.902320e-005
2.970000e+000,-1.539178e-004,6.955375e-005
2.970794e+000,-1.555963e-004,7.008775e-005
2.971588e+000,-1.519036e-004,7.063425e-005
2.972382e+000,-1.455253e-004,7.115076e-005
2.973176e+000,-1.399863e-004,7.162307e-005
2.973971e+000,-1.341115e-004,7.205334e-005
2.974765e+000,-1.176623e-004,7.243246e-005
2.975559e+000,-9.953460e-005,7.271415e-005
2.976353e+000,-8.610666e-005,7.292438e-005
2.977147e+000,-6.865034e-005,7.308351e-005
2.977941e+000,-4.213016e-005,7.317936e-005
2.978735e+000,-1.359579e-005,7.320363e-005
2.979529e+000,1.460288e-005,7.318529e-005
2.980324e+000,3.843748e-005,7.316106e-005
2.981118e+000,4.498360e-005,7.316540e-005
2.981912e+000,5.404745e-005,7.317784e-005
2.982706e+000,5.757229e-005,7.320812e-005
2.983500e+000,4.078737e-005,7.324342e-005
2.984294e+000,1.644922e-005,7.324967e-005
2.985088e+000,2.517739e-006,7.323179e-005
2.985882e+000,-8.224612e-006,7.320910e-005
2.986676e+000,-7.553216e-006,7.319137e-005
2.987471e+000,-1.091020e-005,7.318478e-005
2.988265e+000,-1.913481e-005,7.318524e-005
2.989059e+000,-2.635233e-005,7.319298e-005
2.989853e+000,-3.004501e-005,7.320806e-005
2.990647e+000,-3.709468e-005,7.322759e-005
2.991441e+000,-4.380865e-005,7.325578e-005
2.992235e+000,-4.750134e-005,7.329285e-005
2.993029e+000,-4.951553e-005,7.333973e-005
2.993824e+000,-4.716563e-005,7.339284e-005
2.994618e+000,-5.421531e-005,7.344042e-005
2.995412e+000,-6.327916e-005,7.350185e-005
2.996206e+000,-5.891508e-005,7.357963e-005
2.997000e+000,-4.985122e-005,7.363272e-005
2.997794e+000,-4.582284e-005,7.365616e-005
2.998588e+000,-3.306630e-005,7.367595e-005
2.999382e+000,-6.210422e-006,7.368178e-005
3.000176e+000,2.114900e-005,7.365993e-005
3.000971e+000,4.129091e-005,7.364738e-005
3.001765e+000,4.682994e-005,7.366684e-005
3.002559e+000,4.481575e-005,7.369684e-005
3.003353e+000,3.138781e-005,7.372561e-005
3.004147e+000,1.863127e-005,7.373798e-005
3.004941e+000,4.414435e-005,7.374390e-005
3.005735e+000,9.449913e-005,7.378593e-005
3.006529e+000,1.005417e-004,7.397535e-005
3.007324e+000,8.812085e-005,7.417990e-005
3.008118e+000,6.227207e-005,7.432485e-005
3.008912e+000,2.366674e-005,7.437373e-005
3.009706e+000,1.258869e-005,7.436929e-005
3.010500e+000,2.803082e-005,7.437194e-005
3.011294e+000,3.675899e-005,7.438875e-005
3.012088e+000,4.280156e-005,7.441762e-005
3.012882e+000,1.191730e-005,7.445511e-005
3.013676e+000,-2.769513e-005,7.445151e-005
3.014471e+000,-3.709468e-005,7.445230e-005
3.015265e+000,-4.448005e-005,7.446611e-005
3.016059e+000,-4.917983e-005,7.449822e-005
3.016853e+000,-5.320821e-005,7.453271e-005
3.017647e+000,-5.723659e-005,7.456790e-005
3.018441e+000,-5.354391e-005,7.460846e-005
3.019235e+000,-4.985122e-005,7.462993e-005
3.020029e+000,-3.776608e-005,7.463946e-005
3.020824e+000,-2.635233e-005,7.462174e-005
3.021618e+000,-3.524834e-005,7.458772e-005
3.022412e+000,-6.160067e-005,7.456810e-005
3.023206e+000,-7.469291e-005,7.461121e-005
3.024000e+000,-6.797894e-005,7.469052e-005
3.024794e+000,-5.555810e-005,7.475860e-005
3.025588e+000,-5.052262e-005,7.480245e-005
3.026382e+000,-4.112306e-005,7.483397e-005
3.027176e+000,-3.407340e-005,7.483514e-005
3.027971e+000,-2.652018e-005,7.481450e-005
3.028765e+000,-1.678492e-006,7.478986e-005
3.029559e+000,3.575189e-005,7.477931e-005
3.030353e+000,7.553216e-005,7.480626e-005
3.031147e+000,8.241398e-005,7.491394e-005
3.031941e+000,7.502861e-005,7.503498e-005
3.032735e+000,5.606165e-005,7.514983e-005
3.033529e+000,1.460288e-005,7.520243e-005
3.034324e+000,2.517739e-006,7.517727e-005
3.035118e+000,1.191730e-005,7.517504e-005
3.035912e+000,1.107805e-005,7.515806e-005
3.036706e+000,6.546120e-006,7.498705e-005
3.037500e+000,2.265965e-005,7.462870e-005
3.038294e+000,4.817273e-005,7.429989e-005
3.039088e+000,4.649424e-005,7.420042e-005
3.039882e+000,2.534523e-005,7.423674e-005
3.040676e+000,2.517739e-006,7.424960e-005
