X [s],L DELTOID ANTERIOR: EMG 3 [V],L DELTOID ANTERIOR: EMG 3->filter (FilterSlidingRMS57) [V]
6.742059e+000,9.953460e-005,5.423074e-004
6.742853e+000,1.562676e-004,5.423210e-004
6.743647e+000,1.072557e-004,5.423361e-004
6.744441e+000,2.366674e-005,5.422534e-004
6.745235e+000,-3.138781e-005,5.422484e-004
6.746029e+000,-6.495765e-005,5.422446e-004
6.746824e+000,-7.418937e-005,5.422123e-004
6.747618e+000,-6.596475e-005,5.421226e-004
6.748412e+000,-6.395056e-005,5.419866e-004
6.749206e+000,-6.210422e-005,5.373812e-004
6.750000e+000,-5.589380e-005,5.311563e-004
6.750794e+000,-5.488670e-005,5.311653e-004
6.751588e+000,-5.052262e-005,5.254913e-004
6.752382e+000,-3.776608e-005,5.187924e-004
6.753176e+000,-3.289845e-005,5.178318e-004
6.753971e+000,-2.098116e-005,5.170760e-004
6.754765e+000,2.433814e-005,5.153417e-004
6.755559e+000,4.750134e-005,5.152831e-004
6.756353e+000,3.709468e-005,5.141674e-004
6.757147e+000,-2.165255e-005,5.124449e-004
6.757941e+000,-1.646601e-004,5.120722e-004
6.758735e+000,-3.254597e-004,5.121105e-004
6.759529e+000,-1.858091e-004,5.120863e-004
6.760324e+000,1.347829e-004,5.116313e-004
6.761118e+000,1.586175e-004,5.107059e-004
6.761912e+000,3.944457e-005,5.088694e-004
6.762706e+000,-7.838559e-005,5.068066e-004
6.763500e+000,-1.505608e-004,5.063004e-004
6.764294e+000,1.005417e-004,5.063214e-004
6.765088e+000,5.389639e-004,5.058396e-004
6.765882e+000,6.343023e-004,5.065302e-004
6.766676e+000,4.510109e-004,5.075087e-004
6.767471e+000,2.536202e-004,5.063050e-004
6.768265e+000,1.163195e-004,5.038589e-004
6.769059e+000,3.474479e-005,5.027879e-004
6.769853e+000,-1.963836e-005,5.027713e-004
6.770647e+000,-8.342107e-005,5.025143e-004
6.771441e+000,-5.387960e-005,5.022297e-004
6.772235e+000,2.937362e-005,5.020759e-004
6.773029e+000,-9.248493e-005,5.019663e-004
6.773824e+000,-1.683528e-004,5.019155e-004
6.774618e+000,-1.549249e-004,5.019673e-004
6.775412e+000,-5.522240e-005,5.020198e-004
6.776206e+000,1.357900e-004,5.020025e-004
6.777000e+000,-9.416342e-005,5.020285e-004
6.777794e+000,-1.028748e-003,5.020264e-004
6.778588e+000,-1.516350e-003,5.053442e-004
6.779382e+000,-6.735790e-004,5.125173e-004
6.780176e+000,2.878614e-004,5.139055e-004
6.780971e+000,4.184482e-004,5.141476e-004
6.781765e+000,8.392462e-007,5.146863e-004
6.782559e+000,9.315633e-005,5.146860e-004
6.783353e+000,8.894331e-004,5.147128e-004
6.784147e+000,1.177462e-003,5.171531e-004
6.784941e+000,6.517586e-004,5.214032e-004
6.785735e+000,5.723659e-005,5.226987e-004
6.786529e+000,-2.411994e-004,5.227085e-004
6.787324e+000,-3.586938e-004,5.228848e-004
6.788118e+000,-3.660792e-004,5.232755e-004
6.788912e+000,-2.286107e-004,5.236826e-004
6.789706e+000,8.879225e-005,5.238414e-004
6.790500e+000,2.912184e-004,5.238652e-004
6.791294e+000,-3.709468e-005,5.241229e-004
6.792088e+000,-2.633555e-004,5.241261e-004
6.792882e+000,-2.210574e-004,5.243313e-004
6.793676e+000,-1.468681e-004,5.244740e-004
6.794471e+000,-1.728847e-005,5.245358e-004
6.795265e+000,-7.553216e-006,5.245340e-004
6.796059e+000,-5.723659e-005,5.245319e-004
6.796853e+000,4.548714e-005,5.245414e-004
6.797647e+000,6.025788e-005,5.245470e-004
6.798441e+000,-1.344472e-004,5.245560e-004
6.799235e+000,-2.076295e-004,5.246078e-004
6.800029e+000,-1.915160e-004,5.247333e-004
6.800824e+000,-2.250858e-004,5.247804e-004
6.801618e+000,-2.314641e-004,5.245259e-004
6.802412e+000,-3.781643e-004,5.236419e-004
6.803206e+000,-5.413138e-004,5.232389e-004
6.804000e+000,-3.860533e-006,5.240385e-004
6.804794e+000,5.027085e-004,5.238923e-004
6.805588e+000,1.542535e-004,5.239683e-004
6.806382e+000,2.265965e-005,5.234936e-004
6.807176e+000,9.030289e-005,5.210540e-004
6.807971e+000,6.059357e-005,5.142406e-004
6.808765e+000,5.335927e-004,5.105220e-004
6.809559e+000,1.033448e-003,5.113265e-004
6.810353e+000,8.860761e-004,5.145451e-004
6.811147e+000,3.701076e-004,5.169289e-004
6.811941e+000,1.426719e-005,5.173438e-004
6.812735e+000,-1.653315e-004,5.172505e-004
6.813529e+000,-2.284428e-004,5.164805e-004
6.814324e+000,-2.264286e-004,5.146826e-004
6.815118e+000,-2.049439e-004,5.123598e-004
6.815912e+000,-1.478752e-004,5.108411e-004
6.816706e+000,-1.341115e-004,5.104442e-004
6.817500e+000,-1.707027e-004,5.104472e-004
6.818294e+000,-1.942016e-004,5.105365e-004
6.819088e+000,-2.532845e-004,5.106292e-004
6.819882e+000,-3.600366e-004,5.107487e-004
6.820676e+000,-3.348592e-004,5.110248e-004
6.821471e+000,-1.069200e-004,5.112182e-004
6.822265e+000,1.582818e-004,5.111849e-004
6.823059e+000,2.690623e-004,5.112052e-004
6.823853e+000,2.254215e-004,5.114235e-004
6.824647e+000,1.569390e-004,5.113755e-004
6.825441e+000,8.912795e-005,5.112556e-004
6.826235e+000,2.803082e-005,5.109053e-004
6.827029e+000,5.203327e-006,5.070801e-004
6.827824e+000,-1.376364e-005,5.014730e-004
6.828618e+000,-5.824369e-005,5.011677e-004
6.829412e+000,-1.287404e-004,4.999107e-004
6.830206e+000,-1.445182e-004,4.962316e-004
6.831000e+000,-1.673457e-004,4.893594e-004
6.831794e+000,-1.569390e-004,4.824517e-004
6.832588e+000,-5.186542e-005,4.797544e-004
6.833382e+000,-3.860533e-006,4.795781e-004
6.834176e+000,-2.153506e-004,4.794960e-004
6.834971e+000,-4.496681e-004,4.794108e-004
6.835765e+000,-2.411994e-004,4.798725e-004
6.836559e+000,3.120317e-004,4.798163e-004
6.837353e+000,5.638056e-004,4.797499e-004
6.838147e+000,6.672007e-004,4.804019e-004
6.838941e+000,4.050202e-004,4.815561e-004
6.839735e+000,-1.545892e-004,4.819433e-004
6.840529e+000,-1.411612e-004,4.819760e-004
6.841324e+000,3.877317e-004,4.819851e-004
6.842118e+000,5.121080e-004,4.823942e-004
6.842912e+000,1.124590e-005,4.832130e-004
6.843706e+000,-3.395590e-004,4.832061e-004
6.844500e+000,-2.848401e-004,4.835805e-004
6.845294e+000,-3.308309e-004,4.838296e-004
6.846088e+000,-3.412375e-004,4.841790e-004
6.846882e+000,4.246586e-005,4.845618e-004
6.847676e+000,1.616388e-004,4.845518e-004
6.848471e+000,-4.174411e-004,4.846120e-004
6.849265e+000,-9.199817e-004,4.851637e-004
6.850059e+000,-9.058823e-004,4.879223e-004
6.850853e+000,-1.943694e-004,4.905851e-004
6.851647e+000,8.222935e-004,4.907016e-004
6.852441e+000,1.169406e-003,4.928869e-004
6.853235e+000,6.151675e-004,4.972822e-004
6.854029e+000,1.846342e-006,4.984910e-004
6.854824e+000,-1.445182e-004,4.984903e-004
6.855618e+000,-1.502251e-004,4.985570e-004
6.856412e+000,-8.224612e-006,4.986266e-004
6.857206e+000,2.769513e-005,4.986196e-004
6.858000e+000,-3.221027e-004,4.986159e-004
6.858794e+000,-7.642176e-004,4.989399e-004
6.859588e+000,-7.402151e-004,5.007844e-004
6.860382e+000,-2.734264e-004,5.024761e-004
6.861176e+000,-4.347295e-005,5.026291e-004
6.861971e+000,1.972229e-004,5.025829e-004
6.862765e+000,6.618295e-004,5.027002e-004
6.863559e+000,9.277028e-004,5.040358e-004
6.864353e+000,9.985351e-004,5.065153e-004
6.865147e+000,7.823453e-004,5.095051e-004
6.865941e+000,2.838331e-004,5.114034e-004
6.866735e+000,-9.718471e-005,5.110552e-004
6.867529e+000,-5.423209e-004,5.099254e-004
6.868324e+000,-8.429389e-004,5.105960e-004
6.869118e+000,-3.925994e-004,5.128069e-004
6.869912e+000,1.122911e-004,5.131953e-004
6.870706e+000,-2.301213e-004,5.132013e-004
6.871500e+000,-1.230838e-003,5.132777e-004
6.872294e+000,-1.603464e-003,5.171356e-004
6.873088e+000,-5.973754e-004,5.241715e-004
6.873882e+000,6.000610e-004,5.246337e-004
6.874676e+000,1.254002e-003,5.233745e-004
6.875471e+000,1.787091e-003,5.242976e-004
6.876265e+000,1.807233e-003,5.328305e-004
6.877059e+000,9.800717e-004,5.424880e-004
6.877853e+000,1.062486e-004,5.452944e-004
6.878647e+000,-4.110628e-004,5.451836e-004
6.879441e+000,-6.191959e-004,5.452262e-004
6.880235e+000,-5.345998e-004,5.453897e-004
6.881029e+000,-3.499657e-004,5.448078e-004
6.881824e+000,-2.391852e-004,5.438295e-004
6.882618e+000,-2.447242e-004,5.425646e-004
6.883412e+000,-3.103532e-004,5.416626e-004
6.884206e+000,-3.093462e-004,5.419299e-004
6.885000e+000,-2.650339e-004,5.415771e-004
6.885794e+000,-2.358282e-004,5.410172e-004
6.886588e+000,-2.324712e-004,5.410269e-004
6.887382e+000,-2.432136e-004,5.411741e-004
6.888176e+000,-2.452277e-004,5.410792e-004
6.888971e+000,-2.274357e-004,5.408471e-004
6.889765e+000,-1.646601e-004,5.399266e-004
6.890559e+000,-1.144732e-004,5.370425e-004
6.891353e+000,-9.953460e-005,5.321396e-004
6.892147e+000,-1.045701e-004,5.288924e-004
6.892941e+000,-1.102770e-004,5.289147e-004
6.893735e+000,-3.524834e-006,5.265081e-004
6.894529e+000,1.497215e-004,5.231444e-004
6.895324e+000,-8.392462e-007,5.222466e-004
6.896118e+000,-2.596628e-004,5.222245e-004
6.896912e+000,-2.319677e-004,5.224223e-004
6.897706e+000,2.099794e-004,5.224305e-004
6.898500e+000,6.853284e-004,5.222643e-004
6.899294e+000,8.286717e-004,5.227327e-004
6.900088e+000,7.407187e-004,5.236971e-004
6.900882e+000,6.121462e-004,5.251530e-004
6.901676e+000,4.375830e-004,5.262273e-004
6.902471e+000,2.693980e-004,5.260526e-004
6.903265e+000,1.374685e-004,5.256692e-004
6.904059e+000,2.467384e-005,5.257176e-004
6.904853e+000,-5.622950e-005,5.243720e-004
6.905647e+000,-1.287404e-004,5.224051e-004
6.906441e+000,-2.509346e-004,5.218482e-004
6.907235e+000,-2.989395e-004,5.217768e-004
6.908029e+000,-2.425422e-004,5.217565e-004
6.908824e+000,-2.250858e-004,5.219263e-004
6.909618e+000,-1.458610e-004,5.216082e-004
6.910412e+000,5.539025e-006,5.210152e-004
6.911206e+000,5.085832e-005,5.203012e-004
6.912000e+000,-1.042344e-004,5.197027e-004
6.912794e+000,-2.532845e-004,5.193483e-004
6.913588e+000,-3.221027e-004,5.192328e-004
6.914382e+000,-3.848783e-004,5.192921e-004
6.915176e+000,-2.856794e-004,5.197462e-004
6.915971e+000,-2.049439e-004,5.198084e-004
6.916765e+000,-7.939269e-005,5.198474e-004
6.917559e+000,2.925612e-004,5.198644e-004
6.918353e+000,1.743954e-004,5.198638e-004
6.919147e+000,-3.662471e-004,5.192353e-004
6.919941e+000,-5.047226e-004,5.192580e-004
6.920735e+000,-2.230716e-004,5.199735e-004
6.921529e+000,-3.009537e-004,5.197207e-004
6.922324e+000,-4.876021e-004,5.198443e-004
6.923118e+000,-1.186694e-004,5.204747e-004
6.923912e+000,4.635996e-004,5.204129e-004
6.924706e+000,5.228504e-004,5.208348e-004
6.925500e+000,3.247883e-004,5.215153e-004
6.926294e+000,1.807736e-004,5.215966e-004
6.927088e+000,7.972839e-005,5.187764e-004
6.927882e+000,-1.579461e-004,5.112458e-004
6.928676e+000,-3.345235e-004,5.067395e-004
6.929471e+000,1.431754e-004,5.067789e-004
6.930265e+000,9.797360e-004,4.984700e-004
6.931059e+000,1.231174e-003,4.909094e-004
6.931853e+000,7.303120e-004,4.915314e-004
6.932647e+000,3.138781e-005,4.924167e-004
6.933441e+000,-5.896544e-004,4.922046e-004
6.934235e+000,-8.558633e-004,4.932293e-004
6.935029e+000,-3.761502e-004,4.955778e-004
6.935824e+000,2.425422e-004,4.959620e-004
6.936618e+000,4.013275e-004,4.959001e-004
6.937412e+000,-3.105211e-005,4.963971e-004
6.938206e+000,-4.137484e-004,4.963304e-004
6.939000e+000,-3.553368e-004,4.968781e-004
6.939794e+000,-3.479515e-004,4.971455e-004
6.940588e+000,-2.479133e-004,4.972146e-004
6.941382e+000,4.985122e-005,4.971386e-004
6.942176e+000,8.577096e-005,4.969919e-004
6.942971e+000,-2.824903e-004,4.970130e-004
6.943765e+000,-6.045930e-004,4.970776e-004
6.944559e+000,-3.664149e-004,4.982188e-004
6.945353e+000,2.573129e-004,4.982654e-004
6.946147e+000,6.782788e-004,4.975096e-004
6.946941e+000,7.457542e-004,4.970928e-004
6.947735e+000,4.657816e-004,4.969920e-004
6.948529e+000,1.757382e-004,4.973877e-004
6.949324e+000,1.179980e-004,4.974865e-004
6.950118e+000,8.174258e-005,4.974590e-004
6.950912e+000,-9.752041e-005,4.970126e-004
6.951706e+000,-2.203860e-004,4.958739e-004
6.952500e+000,9.517052e-005,4.946951e-004
6.953294e+000,4.479896e-004,4.942864e-004
6.954088e+000,2.542916e-004,4.947024e-004
6.954882e+000,-1.522393e-004,4.942988e-004
6.955676e+000,-1.848020e-004,4.941002e-004
6.956471e+000,1.326009e-005,4.919237e-004
6.957265e+000,-8.560311e-006,4.918927e-004
6.958059e+000,-1.493858e-004,4.870367e-004
6.958853e+000,-2.237430e-004,4.756707e-004
6.959647e+000,-2.378424e-004,4.658494e-004
6.960441e+000,-2.264286e-004,4.587413e-004
6.961235e+000,-1.895018e-004,4.526908e-004
6.962029e+000,-1.438468e-004,4.502703e-004
6.962824e+000,-1.116197e-004,4.502651e-004
6.963618e+000,-9.819181e-005,4.497642e-004
6.964412e+000,-8.828870e-005,4.482165e-004
6.965206e+000,-7.939269e-005,4.464701e-004
6.966000e+000,-7.234302e-005,4.447226e-004
6.966794e+000,-7.804990e-005,4.425727e-004
6.967588e+000,-1.003738e-004,4.405106e-004
6.968382e+000,-1.065843e-004,4.393731e-004
6.969176e+000,-9.953460e-005,4.390239e-004
6.969971e+000,-9.684901e-005,4.387748e-004
6.970765e+000,-9.147784e-005,4.378624e-004
6.971559e+000,-8.342107e-005,4.370825e-004
6.972353e+000,-6.327916e-005,4.370347e-004
6.973147e+000,-3.591974e-005,4.370084e-004
6.973941e+000,5.539025e-006,4.366214e-004
6.974735e+000,6.126497e-005,4.352633e-004
6.975529e+000,1.418326e-004,4.332469e-004
6.976324e+000,2.307927e-004,4.333124e-004
6.977118e+000,2.521096e-004,4.303674e-004
6.977912e+000,2.093080e-004,4.223769e-004
6.978706e+000,1.482109e-004,4.147209e-004
6.979500e+000,9.987030e-005,4.134004e-004
6.980294e+000,9.080644e-005,4.133778e-004
6.981088e+000,9.248493e-005,4.133783e-004
6.981882e+000,6.092927e-005,4.132435e-004
6.982676e+000,-3.524834e-006,4.130957e-004
6.983471e+000,-1.903410e-004,4.130910e-004
6.984265e+000,-3.983062e-004,4.130858e-004
6.985059e+000,-2.400244e-004,4.135233e-004
6.985853e+000,1.643244e-004,4.136078e-004
6.986647e+000,3.180743e-004,4.136180e-004
6.987441e+000,1.331044e-004,4.139169e-004
6.988235e+000,-8.694590e-005,4.138681e-004
6.989029e+000,-1.510643e-006,4.137590e-004
6.989824e+000,1.661708e-005,4.136266e-004
6.990618e+000,-9.231709e-006,4.135538e-004
6.991412e+000,1.898375e-004,4.135518e-004
6.992206e+000,2.375067e-004,4.136524e-004
6.993000e+000,8.006408e-005,4.137755e-004
6.993794e+000,1.367971e-004,4.137559e-004
6.994588e+000,5.126116e-004,4.138257e-004
6.995382e+000,5.589380e-004,4.148319e-004
6.996176e+000,2.803082e-005,4.160132e-004
6.996971e+000,-5.931792e-004,4.159951e-004
6.997765e+000,-7.091630e-004,4.173232e-004
6.998559e+000,-2.036011e-004,4.192222e-004
6.999353e+000,2.690623e-004,4.193650e-004
7.000147e+000,2.930648e-004,4.196279e-004
7.000941e+000,-3.508049e-005,4.199423e-004
7.001735e+000,-4.338903e-004,4.199373e-004
7.002529e+000,-5.674983e-004,4.206451e-004
7.003324e+000,-2.841688e-004,4.218584e-004
7.004118e+000,1.292439e-005,4.221615e-004
7.004912e+000,1.997406e-005,4.221599e-004
7.005706e+000,4.548714e-005,4.221529e-004
7.006500e+000,8.107119e-005,4.221555e-004
7.007294e+000,-7.066453e-005,4.221785e-004
7.008088e+000,-2.170291e-004,4.220951e-004
7.008882e+000,-1.881590e-004,4.218731e-004
7.009676e+000,-1.722133e-004,4.218764e-004
7.010471e+000,-2.029297e-004,4.219198e-004
7.011265e+000,-2.485847e-004,4.219803e-004
7.012059e+000,-4.419470e-004,4.222075e-004
7.012853e+000,-4.755169e-004,4.229204e-004
7.013647e+000,-2.485847e-004,4.236857e-004
7.014441e+000,-3.254597e-004,4.238799e-004
7.015235e+000,-1.126268e-004,4.231860e-004
7.016029e+000,7.225910e-004,4.217173e-004
7.016824e+000,1.262058e-003,4.229190e-004
7.017618e+000,1.334905e-003,4.286353e-004
7.018412e+000,8.632487e-004,4.351554e-004
7.019206e+000,2.072938e-004,4.378694e-004
7.020000e+000,-1.962158e-004,4.380242e-004
7.020794e+000,-4.241550e-004,4.381389e-004
7.021588e+000,-5.381246e-004,4.387817e-004
7.022382e+000,-6.019074e-004,4.398282e-004
7.023176e+000,-5.275502e-004,4.411071e-004
7.023971e+000,-2.292821e-004,4.420085e-004
7.024765e+000,6.948959e-005,4.421114e-004
7.025559e+000,1.287404e-004,4.421178e-004
7.026353e+000,1.440146e-004,4.421111e-004
7.027147e+000,2.422065e-004,4.421539e-004
7.027941e+000,1.989014e-004,4.385390e-004
7.028735e+000,1.159838e-004,4.302554e-004
7.029529e+000,1.690242e-004,4.286230e-004
7.030324e+000,2.173648e-004,4.284212e-004
7.031118e+000,1.082628e-004,4.279457e-004
7.031912e+000,-1.678492e-007,4.279893e-004
7.032706e+000,-7.670710e-005,4.279571e-004
7.033500e+000,-2.076295e-004,4.250254e-004
7.034294e+000,-2.284428e-004,4.199625e-004
7.035088e+000,3.373770e-005,4.185474e-004
7.035882e+000,2.536202e-004,4.185392e-004
7.036676e+000,2.803082e-005,4.185626e-004
7.037471e+000,-3.640650e-004,4.180759e-004
7.038265e+000,-5.638056e-004,4.180703e-004
7.039059e+000,-3.210956e-004,4.190807e-004
7.039853e+000,2.937362e-005,4.194423e-004
7.040647e+000,6.831464e-005,4.191235e-004
7.041441e+000,8.073549e-005,4.191360e-004
7.042235e+000,6.965744e-005,4.188973e-004
7.043029e+000,-1.846342e-006,4.187299e-004
7.043824e+000,1.326009e-005,4.186479e-004
7.044618e+000,3.543297e-004,4.186474e-004
7.045412e+000,6.913710e-004,4.191244e-004
7.046206e+000,6.846571e-004,4.209242e-004
7.047000e+000,4.140841e-004,4.226859e-004
7.047794e+000,1.367971e-004,4.233177e-004
7.048588e+000,-2.064546e-005,4.233201e-004
7.049382e+000,-1.084306e-004,4.231595e-004
7.050176e+000,-1.512322e-004,4.230657e-004
7.050971e+000,-1.653315e-004,4.229611e-004
7.051765e+000,-1.539178e-004,4.228623e-004
7.052559e+000,-1.666743e-004,4.224127e-004
7.053353e+000,-2.626841e-004,4.214116e-004
7.054147e+000,-3.882353e-004,4.216722e-004
7.054941e+000,-3.607080e-004,4.212869e-004
7.055735e+000,-3.217670e-004,4.216886e-004
7.056529e+000,-3.066606e-004,4.220774e-004
7.057324e+000,-2.999466e-004,4.224013e-004
7.058118e+000,-1.760739e-004,4.227265e-004
7.058912e+000,4.985122e-005,4.217697e-004
7.059706e+000,1.139696e-004,4.177275e-004
7.060500e+000,2.657053e-004,4.147737e-004
7.061294e+000,5.631342e-004,4.145188e-004
7.062088e+000,5.248646e-004,4.157344e-004
7.062882e+000,1.864805e-004,4.166838e-004
7.063676e+000,-1.331044e-004,4.166173e-004
7.064471e+000,-3.022965e-004,4.164890e-004
7.065265e+000,-3.063249e-004,4.166777e-004
7.066059e+000,-3.419089e-004,4.169527e-004
7.066853e+000,-4.340581e-004,4.173303e-004
7.067647e+000,-4.345617e-004,4.179375e-004
7.068441e+000,8.274968e-005,4.185129e-004
7.069235e+000,2.643625e-004,4.182949e-004
7.070029e+000,-2.098116e-005,4.180674e-004
7.070824e+000,7.721065e-006,4.176417e-004
7.071618e+000,1.727169e-004,4.175984e-004
7.072412e+000,-1.975586e-004,4.176166e-004
7.073206e+000,-6.507515e-004,4.174894e-004
7.074000e+000,-7.105058e-004,4.189083e-004
7.074794e+000,-4.261692e-004,4.207297e-004
7.075588e+000,1.388113e-004,4.213865e-004
7.076382e+000,7.027847e-004,4.214563e-004
7.077176e+000,6.087892e-004,4.233182e-004
7.077971e+000,-7.335011e-005,4.247093e-004
7.078765e+000,-3.586938e-004,4.247168e-004
7.079559e+000,2.042725e-004,4.251368e-004
7.080353e+000,8.773480e-004,4.252149e-004
7.081147e+000,1.021027e-003,4.279835e-004
7.081941e+000,6.980850e-004,4.317540e-004
7.082735e+000,3.200885e-004,4.335377e-004
7.083529e+000,9.114214e-005,4.339138e-004
7.084324e+000,1.846342e-006,4.337741e-004
7.085118e+000,-8.392462e-006,4.330312e-004
7.085912e+000,-4.130770e-004,4.328175e-004
7.086706e+000,-7.111772e-004,4.330869e-004
7.087500e+000,-3.046464e-004,4.337773e-004
7.088294e+000,4.335546e-004,4.324819e-004
7.089088e+000,6.625010e-004,4.325700e-004
7.089882e+000,2.898756e-004,4.340950e-004
7.090676e+000,-1.018845e-004,4.343301e-004
7.091471e+000,-2.477455e-004,4.338167e-004
7.092265e+000,-2.594949e-004,4.330787e-004
7.093059e+000,-3.501335e-004,4.333257e-004
7.093853e+000,-3.761502e-004,4.333525e-004
7.094647e+000,-2.888686e-004,4.335743e-004
7.095441e+000,-1.713741e-004,4.334787e-004
7.096235e+000,-1.579461e-004,4.331588e-004
7.097029e+000,-3.022965e-004,4.332438e-004
7.097824e+000,-3.993133e-004,4.334836e-004
7.098618e+000,-2.861829e-004,4.334292e-004
7.099412e+000,-1.639887e-004,4.306115e-004
7.100206e+000,-1.238727e-004,4.276663e-004
7.101000e+000,-4.385901e-004,4.275828e-004
7.101794e+000,-9.001755e-004,4.257772e-004
7.102588e+000,-5.518883e-004,4.236883e-004
7.103382e+000,5.909972e-004,4.234106e-004
7.104176e+000,1.282872e-003,4.247221e-004
7.104971e+000,1.289921e-003,4.307710e-004
7.105765e+000,8.696269e-004,4.367961e-004
7.106559e+000,2.677195e-004,4.395441e-004
7.107353e+000,-1.341115e-004,4.398009e-004
7.108147e+000,-1.842985e-004,4.394903e-004
7.108941e+000,-1.393149e-005,4.374928e-004
7.109735e+000,1.488823e-004,4.354946e-004
7.110529e+000,1.143053e-004,4.353023e-004
7.111324e+000,4.917983e-005,4.353432e-004
7.112118e+000,6.562905e-005,4.352097e-004
7.112912e+000,7.553216e-005,4.336199e-004
7.113706e+000,4.951553e-005,4.304690e-004
7.114500e+000,-8.274968e-005,4.267739e-004
7.115294e+000,-1.613031e-004,4.245098e-004
7.116088e+000,-1.391470e-004,4.243051e-004
7.116882e+000,-1.980621e-004,4.243423e-004
7.117676e+000,-4.305333e-004,4.233848e-004
7.118471e+000,-4.842451e-004,4.214049e-004
7.119265e+000,-5.789120e-004,4.217084e-004
7.120059e+000,-5.611200e-004,4.229246e-004
7.120853e+000,-1.099413e-004,4.239095e-004
7.121647e+000,3.489586e-004,4.182261e-004
7.122441e+000,3.603723e-004,4.087941e-004
7.123235e+000,1.614710e-004,4.079090e-004
7.124029e+000,1.112840e-004,4.066031e-004
7.124824e+000,2.982681e-004,4.004466e-004
7.125618e+000,4.416114e-004,3.879044e-004
7.126412e+000,3.026322e-004,3.750857e-004
7.127206e+000,8.577096e-005,3.713784e-004
7.128000e+000,-4.582284e-005,3.713616e-004
7.128794e+000,-8.157473e-005,3.706454e-004
7.129588e+000,-6.663615e-005,3.690232e-004
7.130382e+000,-5.320821e-005,3.678072e-004
7.131176e+000,-4.145876e-005,3.672888e-004
7.131971e+000,-1.136339e-004,3.670481e-004
7.132765e+000,-2.559701e-004,3.668443e-004
7.133559e+000,-2.704051e-004,3.667106e-004
7.134353e+000,-2.353246e-004,3.666125e-004
7.135147e+000,-3.445945e-004,3.665480e-004
7.135941e+000,-2.908827e-004,3.668221e-004
7.136735e+000,2.240787e-004,3.669548e-004
7.137529e+000,6.524300e-004,3.669160e-004
7.138324e+000,5.946899e-004,3.684989e-004
7.139118e+000,1.660029e-004,3.698013e-004
7.139912e+000,-2.130007e-004,3.698032e-004
7.140706e+000,-1.891661e-004,3.699421e-004
7.141500e+000,-5.253681e-005,3.700535e-004
7.142294e+000,3.860533e-006,3.700183e-004
7.143088e+000,1.186694e-004,3.699660e-004
7.143882e+000,-3.076677e-004,3.700266e-004
7.144676e+000,-1.177798e-003,3.703373e-004
7.145471e+000,-1.451057e-003,3.762547e-004
7.146265e+000,-5.846189e-004,3.847837e-004
7.147059e+000,4.167697e-004,3.859736e-004
7.147853e+000,7.108416e-004,3.865079e-004
7.148647e+000,3.187457e-004,3.866547e-004
7.149441e+000,6.831464e-005,3.842375e-004
7.150235e+000,7.637141e-005,3.819764e-004
7.151029e+000,1.059129e-004,3.804355e-004
7.151824e+000,5.755550e-004,3.796802e-004
7.152618e+000,8.776837e-004,3.807636e-004
7.153412e+000,6.752575e-004,3.838932e-004
7.154206e+000,2.596628e-004,3.857774e-004
7.155000e+000,-2.586557e-004,3.860426e-004
7.155794e+000,-5.117723e-004,3.862501e-004
7.156588e+000,-2.096437e-004,3.870694e-004
7.157382e+000,2.593271e-004,3.868825e-004
7.158176e+000,5.215076e-004,3.869172e-004
7.158971e+000,5.658198e-004,3.878269e-004
7.159765e+000,3.503014e-004,3.890521e-004
7.160559e+000,2.333104e-005,3.895540e-004
7.161353e+000,-1.445182e-004,3.895456e-004
7.162147e+000,-2.727550e-004,3.895866e-004
7.162941e+000,-3.620508e-004,3.896284e-004
7.163735e+000,-3.429160e-004,3.897401e-004
7.164529e+000,-2.697337e-004,3.896153e-004
7.165324e+000,-2.371710e-004,3.895791e-004
7.166118e+000,-2.244144e-004,3.896373e-004
7.166912e+000,-1.868162e-004,3.898173e-004
7.167706e+000,-1.602960e-004,3.896102e-004
7.168500e+000,-1.797665e-004,3.895909e-004
7.169294e+000,-2.166934e-004,3.891746e-004
7.170088e+000,-2.432136e-004,3.883234e-004
7.170882e+000,-2.052796e-004,3.883619e-004
7.171676e+000,-1.035630e-004,3.881633e-004
7.172471e+000,-2.472419e-004,3.872308e-004
7.173265e+000,-4.023346e-004,3.874243e-004
7.174059e+000,-2.083009e-004,3.872061e-004
7.174853e+000,8.627451e-005,3.862592e-004
7.175647e+000,4.013275e-004,3.858548e-004
7.176441e+000,7.799954e-004,3.863843e-004
7.177235e+000,9.444877e-004,3.888574e-004
7.178029e+000,6.990921e-004,3.923921e-004
7.178824e+000,3.449302e-004,3.939183e-004
7.179618e+000,1.112840e-004,3.943162e-004
7.180412e+000,-6.378271e-006,3.904712e-004
7.181206e+000,-1.002060e-004,3.842402e-004
7.182000e+000,-1.737240e-004,3.820654e-004
7.182794e+000,-2.098116e-004,3.821870e-004
7.183588e+000,-2.306248e-004,3.809197e-004
7.184382e+000,-2.391852e-004,3.780693e-004
7.185176e+000,-2.156863e-004,3.777142e-004
7.185971e+000,-1.411612e-004,3.776623e-004
7.186765e+000,-2.198825e-005,3.770667e-004
7.187559e+000,1.055772e-004,3.770647e-004
7.188353e+000,2.113222e-004,3.763882e-004
7.189147e+000,2.284428e-004,3.760428e-004
7.189941e+000,1.428397e-004,3.757510e-004
7.190735e+000,3.189136e-006,3.755770e-004
7.191529e+000,-1.832914e-004,3.755665e-004
