X [s],R DELTOID POSTERIOR: EMG 7 [V],R DELTOID POSTERIOR: EMG 7->filter (FilterSlidingRMS39) [V]
6.848690e+000,3.717861e-004,3.976515e-004
6.849155e+000,4.268406e-004,3.979750e-004
6.849621e+000,3.803464e-004,3.983976e-004
6.850086e+000,2.197147e-004,3.987286e-004
6.850552e+000,5.354391e-005,3.988151e-004
6.851017e+000,3.860533e-006,3.987114e-004
6.851483e+000,5.622950e-005,3.984771e-004
6.851948e+000,1.171588e-004,3.982589e-004
6.852414e+000,1.532464e-004,3.981879e-004
6.852879e+000,1.958801e-004,3.982025e-004
6.853345e+000,2.751049e-004,3.982532e-004
6.853810e+000,3.815213e-004,3.983784e-004
6.854276e+000,4.604105e-004,3.986736e-004
6.854741e+000,4.859235e-004,3.991336e-004
6.855207e+000,4.933089e-004,3.996255e-004
6.855672e+000,4.889448e-004,4.000298e-004
6.856138e+000,4.555428e-004,4.002250e-004
6.856603e+000,3.818570e-004,4.001218e-004
6.857069e+000,2.831617e-004,3.997714e-004
6.857534e+000,1.797665e-004,3.993881e-004
6.858000e+000,8.627451e-005,3.991162e-004
6.858466e+000,1.124590e-005,3.989236e-004
6.858931e+000,-3.121996e-005,3.987489e-004
6.859397e+000,-4.582284e-005,3.985630e-004
6.859862e+000,-5.522240e-005,3.983582e-004
6.860328e+000,-8.560311e-005,3.981662e-004
6.860793e+000,-1.488823e-004,3.980264e-004
6.861259e+000,-2.351568e-004,3.979615e-004
6.861724e+000,-3.234455e-004,3.980050e-004
6.862190e+000,-3.781643e-004,3.981985e-004
6.862655e+000,-3.769894e-004,3.985116e-004
6.863121e+000,-3.278096e-004,3.988346e-004
6.863586e+000,-2.552987e-004,3.990792e-004
6.864052e+000,-1.874876e-004,3.992312e-004
6.864517e+000,-1.592889e-004,3.992420e-004
6.864983e+000,-1.895018e-004,3.990187e-004
6.865448e+000,-2.284428e-004,3.987421e-004
6.865914e+000,-2.212253e-004,3.985990e-004
6.866379e+000,-1.733883e-004,3.984998e-004
6.866845e+000,-1.284047e-004,3.982871e-004
6.867310e+000,-1.132982e-004,3.978792e-004
6.867776e+000,-1.089342e-004,3.973707e-004
6.868241e+000,-9.214923e-005,3.969627e-004
6.868707e+000,-8.073549e-005,3.967126e-004
6.869172e+000,-1.290761e-004,3.965668e-004
6.869638e+000,-2.052796e-004,3.965046e-004
6.870103e+000,-2.324712e-004,3.965234e-004
6.870569e+000,-1.856413e-004,3.965957e-004
6.871034e+000,-1.116197e-004,3.966721e-004
6.871500e+000,-4.548714e-005,3.966689e-004
6.871966e+000,3.205920e-005,3.965501e-004
6.872431e+000,1.364614e-004,3.964303e-004
6.872897e+000,2.388495e-004,3.964211e-004
6.873362e+000,2.885328e-004,3.965432e-004
6.873828e+000,2.361639e-004,3.967351e-004
6.874293e+000,9.617762e-005,3.968603e-004
6.874759e+000,-8.476387e-005,3.968676e-004
6.875224e+000,-1.955444e-004,3.968596e-004
6.875690e+000,-1.169909e-004,3.969197e-004
6.876155e+000,1.173266e-004,3.969303e-004
6.876621e+000,3.395590e-004,3.969580e-004
6.877086e+000,4.389258e-004,3.972202e-004
6.877552e+000,4.325475e-004,3.974815e-004
6.878017e+000,3.795071e-004,3.969377e-004
6.878483e+000,2.724193e-004,3.952458e-004
6.878948e+000,1.112840e-004,3.931445e-004
6.879414e+000,-5.656519e-005,3.913816e-004
6.879879e+000,-1.539178e-004,3.901369e-004
6.880345e+000,-1.707027e-004,3.893854e-004
6.880810e+000,-1.666743e-004,3.890562e-004
6.881276e+000,-1.931945e-004,3.890410e-004
6.881741e+000,-2.435492e-004,3.891145e-004
6.882207e+000,-2.801404e-004,3.890255e-004
6.882672e+000,-2.626841e-004,3.887647e-004
6.883138e+000,-1.660029e-004,3.884499e-004
6.883603e+000,-3.373770e-005,3.880975e-004
6.884069e+000,5.992218e-005,3.876755e-004
6.884534e+000,7.234302e-005,3.872197e-004
6.885000e+000,1.963836e-005,3.868583e-004
6.885466e+000,-2.803082e-005,3.866771e-004
6.885931e+000,-8.224612e-006,3.866176e-004
6.886397e+000,8.039978e-005,3.865897e-004
6.886862e+000,1.905089e-004,3.865660e-004
6.887328e+000,2.803082e-004,3.865539e-004
6.887793e+000,3.341878e-004,3.865255e-004
6.888259e+000,3.630579e-004,3.864651e-004
6.888724e+000,3.796750e-004,3.864201e-004
6.889190e+000,3.771572e-004,3.864223e-004
6.889655e+000,3.274739e-004,3.864374e-004
6.890121e+000,2.109865e-004,3.863921e-004
6.890586e+000,3.541619e-005,3.862451e-004
6.891052e+000,-1.639887e-004,3.860675e-004
6.891517e+000,-3.304952e-004,3.860246e-004
6.891983e+000,-4.164340e-004,3.862397e-004
6.892448e+000,-4.379187e-004,3.866476e-004
6.892914e+000,-4.466468e-004,3.871084e-004
6.893379e+000,-4.540322e-004,3.875623e-004
6.893845e+000,-4.526894e-004,3.879664e-004
6.894310e+000,-4.708171e-004,3.882597e-004
6.894776e+000,-5.205005e-004,3.884722e-004
6.895241e+000,-5.178149e-004,3.887012e-004
6.895707e+000,-3.912566e-004,3.888493e-004
6.896172e+000,-1.673457e-004,3.886835e-004
6.896638e+000,4.481575e-005,3.882230e-004
6.897103e+000,1.710384e-004,3.877563e-004
6.897569e+000,2.462348e-004,3.874493e-004
6.898034e+000,3.120317e-004,3.873212e-004
6.898500e+000,3.617151e-004,3.873643e-004
6.898966e+000,3.818570e-004,3.875518e-004
6.899431e+000,3.711147e-004,3.878310e-004
6.899897e+000,3.284810e-004,3.881340e-004
6.900362e+000,2.133364e-004,3.883898e-004
6.900828e+000,7.301442e-005,3.884973e-004
6.901293e+000,1.393149e-005,3.885084e-004
6.901759e+000,7.335011e-005,3.884987e-004
6.902224e+000,1.784237e-004,3.884433e-004
6.902690e+000,2.143435e-004,3.884404e-004
6.903155e+000,1.421683e-004,3.885277e-004
6.903621e+000,1.728847e-005,3.885761e-004
6.904086e+000,-6.327916e-005,3.885767e-004
6.904552e+000,-9.147784e-005,3.885529e-004
6.905017e+000,-1.908446e-004,3.884981e-004
6.905483e+000,-3.388876e-004,3.885722e-004
6.905948e+000,-3.835355e-004,3.888074e-004
6.906414e+000,-2.922255e-004,3.889274e-004
6.906879e+000,-1.747311e-004,3.887937e-004
6.907345e+000,-1.317617e-004,3.886266e-004
6.907810e+000,-1.465324e-004,3.885762e-004
6.908276e+000,-1.425040e-004,3.886277e-004
6.908741e+000,-8.509956e-005,3.884954e-004
6.909207e+000,1.460288e-005,3.880373e-004
6.909672e+000,1.205158e-004,3.876614e-004
6.910138e+000,1.999084e-004,3.875880e-004
6.910603e+000,2.375067e-004,3.876764e-004
6.911069e+000,2.326391e-004,3.878117e-004
6.911534e+000,2.069581e-004,3.879358e-004
6.912000e+000,1.901732e-004,3.879960e-004
6.912466e+000,1.770809e-004,3.879357e-004
6.912931e+000,1.468681e-004,3.878311e-004
6.913397e+000,1.065843e-004,3.878230e-004
6.913862e+000,4.733349e-005,3.878500e-004
6.914328e+000,-5.522240e-005,3.878254e-004
6.914793e+000,-1.760739e-004,3.878004e-004
6.915259e+000,-2.824903e-004,3.878564e-004
6.915724e+000,-3.798428e-004,3.880392e-004
6.916190e+000,-5.074082e-004,3.883851e-004
6.916655e+000,-6.658579e-004,3.889537e-004
6.917121e+000,-7.709315e-004,3.897841e-004
6.917586e+000,-7.225910e-004,3.906949e-004
6.918052e+000,-4.936446e-004,3.912104e-004
6.918517e+000,-1.609674e-004,3.909843e-004
6.918983e+000,1.555963e-004,3.902725e-004
6.919448e+000,3.878996e-004,3.896505e-004
6.919914e+000,5.362783e-004,3.894364e-004
6.920379e+000,6.319524e-004,3.896534e-004
6.920845e+000,6.906996e-004,3.902673e-004
6.921310e+000,7.081560e-004,3.912130e-004
6.921776e+000,6.729076e-004,3.923223e-004
6.922241e+000,5.873045e-004,3.933732e-004
6.922707e+000,4.664530e-004,3.941882e-004
6.923172e+000,3.274739e-004,3.946966e-004
6.923638e+000,1.884947e-004,3.949306e-004
6.924103e+000,6.932174e-005,3.949818e-004
6.924569e+000,-1.292439e-005,3.949429e-004
6.925034e+000,-7.133593e-005,3.948657e-004
6.925500e+000,-1.547570e-004,3.947704e-004
6.925966e+000,-2.547952e-004,3.946964e-004
6.926431e+000,-3.184100e-004,3.946901e-004
6.926897e+000,-3.790036e-004,3.946951e-004
6.927362e+000,-4.815595e-004,3.945829e-004
6.927828e+000,-5.708553e-004,3.942272e-004
6.928293e+000,-5.738765e-004,3.935816e-004
6.928759e+000,-4.835737e-004,3.928620e-004
6.929224e+000,-3.633936e-004,3.923373e-004
6.929690e+000,-3.090104e-004,3.920175e-004
6.930155e+000,-3.635614e-004,3.918122e-004
6.930621e+000,-4.896162e-004,3.917669e-004
6.931086e+000,-5.339285e-004,3.921076e-004
6.931552e+000,-3.781643e-004,3.927309e-004
6.932017e+000,-1.169909e-004,3.930676e-004
6.932483e+000,8.140688e-005,3.930371e-004
6.932948e+000,1.683528e-004,3.929236e-004
6.933414e+000,1.703670e-004,3.928843e-004
6.933879e+000,1.193408e-004,3.929354e-004
6.934345e+000,4.347295e-005,3.929690e-004
6.934810e+000,-5.119402e-005,3.929692e-004
6.935276e+000,-1.304189e-004,3.929045e-004
6.935741e+000,-1.552606e-004,3.928247e-004
6.936207e+000,-1.085985e-004,3.928100e-004
6.936672e+000,8.560311e-006,3.928083e-004
6.937138e+000,1.728847e-004,3.927899e-004
6.937603e+000,3.409018e-004,3.928419e-004
6.938069e+000,4.630960e-004,3.931007e-004
6.938534e+000,5.282215e-004,3.935892e-004
6.939000e+000,5.708553e-004,3.942096e-004
6.939466e+000,6.255741e-004,3.949029e-004
6.939931e+000,6.806287e-004,3.957113e-004
6.940397e+000,6.967422e-004,3.966806e-004
6.940862e+000,6.705577e-004,3.977359e-004
6.941328e+000,6.081178e-004,3.987339e-004
6.941793e+000,5.017014e-004,3.995416e-004
6.942259e+000,3.837034e-004,4.000612e-004
6.942724e+000,2.944076e-004,4.003531e-004
6.943190e+000,2.375067e-004,4.005303e-004
6.943655e+000,1.978943e-004,4.006427e-004
6.944121e+000,1.559319e-004,4.007015e-004
6.944586e+000,9.987030e-005,4.007119e-004
6.945052e+000,3.508049e-005,4.007008e-004
6.945517e+000,-2.500954e-005,4.006928e-004
6.945983e+000,-8.509956e-005,4.006942e-004
6.946448e+000,-1.532464e-004,4.007088e-004
6.946914e+000,-2.203860e-004,4.007617e-004
6.947379e+000,-2.774548e-004,4.008743e-004
6.947845e+000,-3.241169e-004,4.010451e-004
6.948310e+000,-3.662471e-004,4.012607e-004
6.948776e+000,-4.295262e-004,4.015189e-004
6.949241e+000,-5.225147e-004,4.018942e-004
6.949707e+000,-6.279240e-004,4.024989e-004
6.950172e+000,-7.225910e-004,4.034025e-004
6.950638e+000,-7.440757e-004,4.046059e-004
6.951103e+000,-6.744182e-004,4.058430e-004
6.951569e+000,-5.560846e-004,4.067065e-004
6.952034e+000,-4.573892e-004,4.071080e-004
6.952500e+000,-4.110628e-004,4.072918e-004
6.952966e+000,-4.365759e-004,4.074492e-004
6.953431e+000,-5.654841e-004,4.076932e-004
6.953897e+000,-7.091630e-004,4.082479e-004
6.954362e+000,-7.319906e-004,4.092497e-004
6.954828e+000,-6.081178e-004,4.103790e-004
6.955293e+000,-4.421149e-004,4.111824e-004
6.955759e+000,-3.132067e-004,4.116195e-004
6.956224e+000,-1.817807e-004,4.118403e-004
6.956690e+000,3.138781e-005,4.119103e-004
6.957155e+000,3.224384e-004,4.119125e-004
6.957621e+000,6.074464e-004,4.121377e-004
6.958086e+000,8.066834e-004,4.129466e-004
6.958552e+000,9.048753e-004,4.143783e-004
6.959017e+000,8.995041e-004,4.161669e-004
6.959483e+000,8.108797e-004,4.179015e-004
6.959948e+000,7.162127e-004,4.192887e-004
6.960414e+000,6.457160e-004,4.203916e-004
6.960879e+000,5.715266e-004,4.213138e-004
6.961345e+000,4.657816e-004,4.220125e-004
6.961810e+000,3.120317e-004,4.224472e-004
6.962276e+000,1.579461e-004,4.226364e-004
6.962741e+000,5.354391e-005,4.226886e-004
6.963207e+000,-1.493858e-005,4.226925e-004
6.963672e+000,-7.670710e-005,4.226826e-004
6.964138e+000,-1.384756e-004,4.226827e-004
6.964603e+000,-1.801022e-004,4.227051e-004
6.965069e+000,-1.814450e-004,4.227193e-004
6.965534e+000,-1.411612e-004,4.226482e-004
6.966000e+000,-1.119554e-004,4.223194e-004
6.966466e+000,-1.582818e-004,4.213396e-004
6.966931e+000,-1.962158e-004,4.197297e-004
6.967397e+000,-1.247120e-004,4.183500e-004
6.967862e+000,2.366674e-005,4.176571e-004
6.968328e+000,1.307546e-004,4.173573e-004
6.968793e+000,1.502251e-004,4.171330e-004
6.969259e+000,1.260548e-004,4.167873e-004
6.969724e+000,9.248493e-005,4.164201e-004
6.970190e+000,4.246586e-005,4.163106e-004
6.970655e+000,-1.963836e-005,4.162917e-004
6.971121e+000,-6.663615e-005,4.158007e-004
6.971586e+000,-9.449913e-005,4.145836e-004
6.972052e+000,-1.364614e-004,4.128233e-004
6.972517e+000,-2.244144e-004,4.107230e-004
6.972983e+000,-3.153887e-004,4.083185e-004
6.973448e+000,-3.610437e-004,4.055944e-004
6.973914e+000,-3.788357e-004,4.026859e-004
6.974379e+000,-4.280156e-004,4.000046e-004
6.974845e+000,-5.104296e-004,3.980250e-004
6.975310e+000,-5.510491e-004,3.969834e-004
6.975776e+000,-4.832380e-004,3.966765e-004
6.976241e+000,-3.103532e-004,3.966612e-004
6.976707e+000,-8.342107e-005,3.966728e-004
6.977172e+000,1.394827e-004,3.966687e-004
6.977638e+000,3.308309e-004,3.966862e-004
6.978103e+000,4.662852e-004,3.967734e-004
6.978569e+000,5.111009e-004,3.969662e-004
6.979034e+000,4.892806e-004,3.971681e-004
6.979500e+000,4.597391e-004,3.972975e-004
6.979966e+000,4.359045e-004,3.974197e-004
6.980431e+000,3.664149e-004,3.975931e-004
6.980897e+000,2.418708e-004,3.977211e-004
6.981362e+000,1.179980e-004,3.976957e-004
6.981828e+000,1.661708e-005,3.974756e-004
6.982293e+000,-1.089342e-004,3.969852e-004
6.982759e+000,-2.754406e-004,3.961704e-004
6.983224e+000,-4.265049e-004,3.951554e-004
6.983690e+000,-5.171435e-004,3.941554e-004
6.984155e+000,-5.735409e-004,3.931552e-004
6.984621e+000,-6.066072e-004,3.922173e-004
6.985086e+000,-5.500420e-004,3.915692e-004
6.985552e+000,-3.701076e-004,3.912171e-004
6.986017e+000,-1.186694e-004,3.909772e-004
6.986483e+000,6.865034e-005,3.907848e-004
6.986948e+000,1.270619e-004,3.907603e-004
6.987414e+000,1.508965e-004,3.907707e-004
6.987879e+000,2.217288e-004,3.904943e-004
6.988345e+000,3.103532e-004,3.896806e-004
6.988810e+000,3.588617e-004,3.882446e-004
6.989276e+000,3.630579e-004,3.863358e-004
6.989741e+000,3.610437e-004,3.843540e-004
6.990207e+000,3.644007e-004,3.826469e-004
6.990672e+000,3.583581e-004,3.813035e-004
6.991138e+000,3.113603e-004,3.802941e-004
6.991603e+000,2.237430e-004,3.795141e-004
6.992069e+000,1.320974e-004,3.788359e-004
6.992534e+000,1.930266e-005,3.782867e-004
6.993000e+000,-1.037308e-004,3.779779e-004
6.993466e+000,-1.505608e-004,3.779380e-004
6.993931e+000,-8.946365e-005,3.779924e-004
6.994397e+000,1.292439e-005,3.779391e-004
6.994862e+000,7.100023e-005,3.777498e-004
6.995328e+000,5.656519e-005,3.774538e-004
6.995793e+000,-1.023880e-005,3.770358e-004
6.996259e+000,-7.267872e-005,3.764960e-004
6.996724e+000,-7.888914e-005,3.759174e-004
6.997190e+000,-2.030976e-005,3.754097e-004
6.997655e+000,7.234302e-005,3.750419e-004
6.998121e+000,1.508965e-004,3.748320e-004
6.998586e+000,1.965515e-004,3.747428e-004
6.999052e+000,2.200504e-004,3.746827e-004
6.999517e+000,2.314641e-004,3.744413e-004
6.999983e+000,2.375067e-004,3.737028e-004
7.000448e+000,2.260929e-004,3.724216e-004
7.000914e+000,1.784237e-004,3.709873e-004
7.001379e+000,1.062486e-004,3.697277e-004
7.001845e+000,2.534523e-005,3.686369e-004
7.002310e+000,-7.435722e-005,3.675158e-004
7.002776e+000,-2.301213e-004,3.662535e-004
7.003241e+000,-4.263371e-004,3.652505e-004
7.003707e+000,-5.920043e-004,3.651837e-004
7.004172e+000,-6.621652e-004,3.660436e-004
7.004638e+000,-6.282597e-004,3.670440e-004
7.005103e+000,-5.359426e-004,3.676224e-004
7.005569e+000,-4.268406e-004,3.676682e-004
7.006034e+000,-3.133745e-004,3.671792e-004
7.006500e+000,-1.935302e-004,3.662267e-004
7.006966e+000,-6.462196e-005,3.650231e-004
7.007431e+000,6.126497e-005,3.638361e-004
7.007897e+000,1.589532e-004,3.629189e-004
7.008362e+000,2.099794e-004,3.622655e-004
7.008828e+000,2.072938e-004,3.617044e-004
7.009293e+000,1.596246e-004,3.610592e-004
7.009759e+000,8.174258e-005,3.602886e-004
7.010224e+000,-1.896696e-005,3.595318e-004
7.010690e+000,-1.324331e-004,3.589809e-004
7.011155e+000,-2.653697e-004,3.587631e-004
7.011621e+000,-4.352331e-004,3.588760e-004
7.012086e+000,-5.810941e-004,3.593560e-004
7.012552e+000,-6.316167e-004,3.602253e-004
7.013017e+000,-6.285954e-004,3.612492e-004
7.013483e+000,-6.312810e-004,3.622639e-004
7.013948e+000,-5.723659e-004,3.632859e-004
7.014414e+000,-3.882353e-004,3.641097e-004
7.014879e+000,-1.428397e-004,3.644608e-004
7.015345e+000,3.306630e-005,3.644815e-004
7.015810e+000,5.421531e-005,3.644695e-004
7.016276e+000,7.217518e-006,3.644713e-004
7.016741e+000,7.502861e-005,3.644670e-004
7.017207e+000,2.824903e-004,3.644703e-004
7.017672e+000,5.335927e-004,3.646444e-004
7.018138e+000,7.390402e-004,3.653130e-004
7.018603e+000,8.655986e-004,3.666106e-004
7.019069e+000,9.139391e-004,3.683811e-004
7.019534e+000,8.907759e-004,3.703310e-004
7.020000e+000,8.075227e-004,3.721640e-004
7.020466e+000,6.846571e-004,3.736634e-004
7.020931e+000,5.382925e-004,3.747320e-004
7.021397e+000,3.848783e-004,3.753666e-004
7.021862e+000,2.561380e-004,3.756364e-004
7.022328e+000,1.824521e-004,3.756697e-004
7.022793e+000,1.418326e-004,3.756032e-004
7.023259e+000,9.835965e-005,3.755221e-004
7.023724e+000,6.361486e-005,3.754552e-004
7.024190e+000,5.589380e-005,3.754100e-004
7.024655e+000,6.294347e-005,3.753883e-004
7.025121e+000,7.234302e-005,3.753806e-004
7.025586e+000,7.570001e-005,3.753774e-004
7.026052e+000,6.294347e-005,3.753687e-004
7.026517e+000,2.870222e-005,3.753490e-004
7.026983e+000,-2.299535e-005,3.753252e-004
7.027448e+000,-8.207828e-005,3.753084e-004
7.027914e+000,-1.279011e-004,3.753143e-004
7.028379e+000,-1.535820e-004,3.753491e-004
7.028845e+000,-1.733883e-004,3.754059e-004
7.029310e+000,-1.970550e-004,3.754804e-004
7.029776e+000,-2.207217e-004,3.755765e-004
7.030241e+000,-2.398566e-004,3.756966e-004
7.030707e+000,-2.608377e-004,3.758342e-004
7.031172e+000,-2.935683e-004,3.759984e-004
7.031638e+000,-3.358663e-004,3.762109e-004
7.032103e+000,-3.795071e-004,3.764900e-004
7.032569e+000,-4.113985e-004,3.768460e-004
7.033034e+000,-4.213016e-004,3.772639e-004
7.033500e+000,-4.142519e-004,3.777018e-004
7.033966e+000,-4.056916e-004,3.781244e-004
7.034431e+000,-4.150912e-004,3.785294e-004
7.034897e+000,-4.439612e-004,3.789329e-004
7.035362e+000,-4.476539e-004,3.789716e-004
7.035828e+000,-4.009918e-004,3.775680e-004
7.036293e+000,-3.425803e-004,3.750342e-004
7.036759e+000,-3.417410e-004,3.732029e-004
7.037224e+000,-3.909209e-004,3.725839e-004
7.037690e+000,-4.434577e-004,3.725585e-004
7.038155e+000,-4.921340e-004,3.727720e-004
7.038621e+000,-6.057679e-004,3.732604e-004
7.039086e+000,-7.826810e-004,3.741728e-004
7.039552e+000,-9.125963e-004,3.754263e-004
7.040017e+000,-8.954757e-004,3.765485e-004
7.040483e+000,-6.957351e-004,3.767384e-004
7.040948e+000,-3.506371e-004,3.754064e-004
7.041414e+000,6.831464e-005,3.728088e-004
7.041879e+000,4.493324e-004,3.699517e-004
7.042345e+000,7.007706e-004,3.678404e-004
7.042810e+000,8.209507e-004,3.668079e-004
7.043276e+000,8.659342e-004,3.667172e-004
7.043741e+000,9.082322e-004,3.674220e-004
7.044207e+000,9.700008e-004,3.687865e-004
7.044672e+000,1.025727e-003,3.706678e-004
7.045138e+000,1.026398e-003,3.729483e-004
7.045603e+000,8.931258e-004,3.753491e-004
7.046069e+000,6.574655e-004,3.772057e-004
7.046534e+000,4.758526e-004,3.782058e-004
7.047000e+000,4.372473e-004,3.787311e-004
7.047466e+000,4.751812e-004,3.791992e-004
7.047931e+000,4.865949e-004,3.797290e-004
7.048397e+000,4.419470e-004,3.801670e-004
7.048862e+000,3.808499e-004,3.802876e-004
7.049328e+000,3.422446e-004,3.800073e-004
7.049793e+000,3.268025e-004,3.793956e-004
7.050259e+000,3.207599e-004,3.786058e-004
7.050724e+000,3.137102e-004,3.778326e-004
7.051190e+000,2.848401e-004,3.772565e-004
7.051655e+000,1.915160e-004,3.769372e-004
7.052121e+000,2.970932e-005,3.767894e-004
7.052586e+000,-1.146410e-004,3.767288e-004
7.053052e+000,-1.841306e-004,3.767578e-004
7.053517e+000,-2.010834e-004,3.768395e-004
7.053983e+000,-2.140078e-004,3.769357e-004
7.054448e+000,-2.373388e-004,3.770483e-004
7.054914e+000,-2.620127e-004,3.771842e-004
7.055379e+000,-2.717479e-004,3.773159e-004
7.055845e+000,-2.583200e-004,3.773495e-004
7.056310e+000,-2.324712e-004,3.771650e-004
7.056776e+000,-2.143435e-004,3.767273e-004
7.057241e+000,-2.190433e-004,3.760980e-004
7.057707e+000,-2.445563e-004,3.753641e-004
7.058172e+000,-2.727550e-004,3.745847e-004
7.058638e+000,-2.917220e-004,3.739166e-004
7.059103e+000,-3.019608e-004,3.735613e-004
7.059569e+000,-3.036393e-004,3.735648e-004
7.060034e+000,-2.975967e-004,3.737840e-004
7.060500e+000,-2.935683e-004,3.739259e-004
7.060966e+000,-3.006180e-004,3.739721e-004
7.061431e+000,-3.523155e-004,3.741505e-004
7.061897e+000,-4.768597e-004,3.744580e-004
7.062362e+000,-6.400092e-004,3.750108e-004
7.062828e+000,-7.534752e-004,3.759108e-004
7.063293e+000,-7.457542e-004,3.771113e-004
7.063759e+000,-6.294347e-004,3.783420e-004
7.064224e+000,-4.708171e-004,3.792524e-004
7.064690e+000,-3.257954e-004,3.797521e-004
7.065155e+000,-1.915160e-004,3.799284e-004
7.065621e+000,-4.011597e-005,3.798105e-004
7.066086e+000,1.179980e-004,3.793731e-004
7.066552e+000,2.381781e-004,3.786804e-004
7.067017e+000,3.006180e-004,3.778495e-004
7.067483e+000,2.965896e-004,3.769609e-004
7.067948e+000,2.146792e-004,3.760553e-004
7.068414e+000,4.682994e-005,3.751669e-004
7.068879e+000,-1.500572e-004,3.743541e-004
7.069345e+000,-2.754406e-004,3.737633e-004
7.069810e+000,-2.667124e-004,3.734439e-004
7.070276e+000,-1.639887e-004,3.732831e-004
7.070741e+000,-7.603571e-005,3.732261e-004
7.071207e+000,-4.179446e-005,3.732381e-004
7.071672e+000,3.860533e-006,3.731496e-004
7.072138e+000,1.307546e-004,3.726708e-004
7.072603e+000,3.039750e-004,3.715590e-004
7.073069e+000,4.493324e-004,3.698792e-004
7.073534e+000,5.104296e-004,3.681586e-004
7.074000e+000,4.825666e-004,3.669601e-004
7.074466e+000,4.154269e-004,3.663970e-004
7.074931e+000,3.529869e-004,3.662739e-004
7.075397e+000,3.069963e-004,3.663675e-004
7.075862e+000,2.596628e-004,3.665467e-004
7.076328e+000,2.257572e-004,3.667168e-004
7.076793e+000,2.334783e-004,3.668111e-004
7.077259e+000,2.838331e-004,3.667884e-004
7.077724e+000,3.566796e-004,3.666789e-004
7.078190e+000,3.711147e-004,3.666285e-004
7.078655e+000,2.448921e-004,3.666997e-004
7.079121e+000,6.227207e-005,3.666795e-004
7.079586e+000,-1.023880e-005,3.665075e-004
7.080052e+000,7.301442e-005,3.661850e-004
7.080517e+000,1.928588e-004,3.656997e-004
7.080983e+000,2.321355e-004,3.652747e-004
7.081448e+000,1.777523e-004,3.650603e-004
7.081914e+000,8.946365e-005,3.649904e-004
7.082379e+000,6.546120e-006,3.649720e-004
7.082845e+000,-7.972839e-005,3.649678e-004
7.083310e+000,-1.448539e-004,3.649835e-004
7.083776e+000,-1.532464e-004,3.650250e-004
7.084241e+000,-1.213550e-004,3.650411e-004
7.084707e+000,-1.149767e-004,3.649874e-004
7.085172e+000,-1.686885e-004,3.648884e-004
7.085638e+000,-2.670481e-004,3.648025e-004
7.086103e+000,-3.657435e-004,3.647909e-004
7.086569e+000,-4.278477e-004,3.648444e-004
7.087034e+000,-4.288548e-004,3.648718e-004
7.087500e+000,-3.580224e-004,3.647851e-004
7.087966e+000,-2.324712e-004,3.645350e-004
7.088431e+000,-9.030289e-005,3.641239e-004
7.088897e+000,3.004501e-005,3.636055e-004
7.089362e+000,1.038987e-004,3.630857e-004
7.089828e+000,1.367971e-004,3.626781e-004
7.090293e+000,1.495537e-004,3.624428e-004
7.090759e+000,1.606317e-004,3.623634e-004
7.091224e+000,1.460288e-004,3.623842e-004
7.091690e+000,7.637141e-005,3.624281e-004
7.092155e+000,-1.359579e-005,3.624359e-004
7.092621e+000,-1.038987e-004,3.624069e-004
7.093086e+000,-2.066224e-004,3.623525e-004
7.093552e+000,-2.744335e-004,3.623643e-004
7.094017e+000,-2.687266e-004,3.625228e-004
7.094483e+000,-2.025940e-004,3.627082e-004
7.094948e+000,-1.062486e-004,3.628069e-004
7.095414e+000,-2.970932e-005,3.628353e-004
7.095879e+000,-6.193637e-005,3.627559e-004
7.096345e+000,-2.385138e-004,3.623913e-004
7.096810e+000,-4.664530e-004,3.619958e-004
7.097276e+000,-5.899901e-004,3.622951e-004
7.097741e+000,-4.963302e-004,3.631742e-004
7.098207e+000,-2.281071e-004,3.637641e-004
7.098672e+000,7.972839e-005,3.637138e-004
7.099138e+000,3.150530e-004,3.633761e-004
7.099603e+000,4.731670e-004,3.631635e-004
7.100069e+000,5.889830e-004,3.633666e-004
7.100534e+000,6.551156e-004,3.641310e-004
7.101000e+000,6.651866e-004,3.652195e-004
7.101466e+000,6.329595e-004,3.663457e-004
7.101931e+000,5.584344e-004,3.673546e-004
7.102397e+000,4.612497e-004,3.681094e-004
7.102862e+000,3.785000e-004,3.685879e-004
7.103328e+000,3.221027e-004,3.688528e-004
7.103793e+000,2.704051e-004,3.689236e-004
7.104259e+000,1.985657e-004,3.687407e-004
7.104724e+000,9.919890e-005,3.683048e-004
7.105190e+000,-3.575189e-005,3.677323e-004
7.105655e+000,-2.116579e-004,3.671188e-004
7.106121e+000,-3.842069e-004,3.666258e-004
7.106586e+000,-5.134508e-004,3.664736e-004
7.107052e+000,-5.970398e-004,3.667728e-004
7.107517e+000,-6.423590e-004,3.674735e-004
7.107983e+000,-6.507515e-004,3.684359e-004
7.108448e+000,-6.138247e-004,3.694858e-004
7.108914e+000,-5.332570e-004,3.704337e-004
7.109379e+000,-4.733349e-004,3.711453e-004
7.109845e+000,-4.800488e-004,3.717017e-004
7.110310e+000,-4.489967e-004,3.722709e-004
7.110776e+000,-2.878614e-004,3.727565e-004
7.111241e+000,-4.682994e-005,3.729080e-004
7.111707e+000,1.576104e-004,3.727754e-004
7.112172e+000,2.630198e-004,3.725761e-004
7.112638e+000,2.717479e-004,3.723916e-004
