X [s],R DELTOID ANTERIOR: EMG 2 [V],R DELTOID ANTERIOR: EMG 2->filter (FilterSlidingRMS51) [V]
2.248269e-001,-1.896696e-005,0.000000e+000
2.253462e-001,-1.896696e-005,0.000000e+000
2.258654e-001,-1.779202e-005,0.000000e+000
2.263846e-001,-1.896696e-005,0.000000e+000
2.269038e-001,-1.930266e-005,0.000000e+000
2.274231e-001,-1.896696e-005,0.000000e+000
2.279423e-001,-1.829557e-005,0.000000e+000
2.284615e-001,-1.863127e-005,0.000000e+000
2.289808e-001,-1.863127e-005,0.000000e+000
2.295000e-001,-2.030976e-005,0.000000e+000
2.300192e-001,-2.467384e-005,0.000000e+000
2.305385e-001,-2.568093e-005,0.000000e+000
2.310577e-001,-2.232395e-005,0.000000e+000
2.315769e-001,-1.829557e-005,0.000000e+000
2.320962e-001,-1.795987e-005,0.000000e+000
2.326154e-001,-2.098116e-005,0.000000e+000
2.331346e-001,-2.500954e-005,0.000000e+000
2.336538e-001,-2.568093e-005,0.000000e+000
2.341731e-001,-2.702373e-005,0.000000e+000
2.346923e-001,-2.836652e-005,0.000000e+000
2.352115e-001,-2.836652e-005,0.000000e+000
2.357308e-001,-2.719158e-005,0.000000e+000
2.362500e-001,-2.702373e-005,0.000000e+000
2.367692e-001,-2.769513e-005,0.000000e+000
2.372885e-001,-2.836652e-005,0.000000e+000
2.378077e-001,-2.702373e-005,0.000000e+000
2.383269e-001,-2.568093e-005,0.000000e+000
2.388462e-001,-2.635233e-005,0.000000e+000
2.393654e-001,-2.568093e-005,0.000000e+000
2.398846e-001,-2.467384e-005,0.000000e+000
2.404038e-001,-2.333104e-005,0.000000e+000
2.409231e-001,-2.198825e-005,0.000000e+000
2.414423e-001,-2.165255e-005,0.000000e+000
2.419615e-001,-2.030976e-005,0.000000e+000
2.424808e-001,-2.030976e-005,0.000000e+000
2.430000e-001,-2.165255e-005,0.000000e+000
2.435192e-001,-2.098116e-005,0.000000e+000
2.440385e-001,-1.930266e-005,0.000000e+000
2.445577e-001,-1.896696e-005,0.000000e+000
2.450769e-001,-1.829557e-005,0.000000e+000
2.455962e-001,-1.762417e-005,0.000000e+000
2.461154e-001,-1.762417e-005,0.000000e+000
2.466346e-001,-1.846342e-005,0.000000e+000
2.471538e-001,-1.829557e-005,0.000000e+000
2.476731e-001,-1.695277e-005,0.000000e+000
2.481923e-001,-1.628138e-005,0.000000e+000
2.487115e-001,-1.661708e-005,0.000000e+000
2.492308e-001,-1.661708e-005,0.000000e+000
2.497500e-001,-1.762417e-005,1.731700e-005
2.502692e-001,-1.829557e-005,1.733563e-005
2.507885e-001,-1.947051e-005,1.735569e-005
2.513077e-001,-2.081331e-005,1.737838e-005
2.518269e-001,-2.198825e-005,1.740427e-005
2.523462e-001,-2.165255e-005,1.743313e-005
2.528654e-001,-2.047761e-005,1.746106e-005
2.533846e-001,-1.913481e-005,1.748601e-005
2.539038e-001,-1.913481e-005,1.750776e-005
2.544231e-001,-2.098116e-005,1.752948e-005
2.549423e-001,-2.299535e-005,1.755557e-005
2.554615e-001,-2.165255e-005,1.758685e-005
2.559808e-001,-1.896696e-005,1.761454e-005
2.565000e-001,-1.695277e-005,1.763576e-005
2.570192e-001,-1.644922e-005,1.765269e-005
2.575385e-001,-1.762417e-005,1.766862e-005
2.580577e-001,-1.829557e-005,1.768688e-005
2.585769e-001,-1.812772e-005,1.770654e-005
2.590962e-001,-1.728847e-005,1.772582e-005
2.596154e-001,-1.863127e-005,1.774334e-005
2.601346e-001,-1.829557e-005,1.776367e-005
2.606538e-001,-1.762417e-005,1.778325e-005
2.611731e-001,-1.896696e-005,1.780139e-005
2.616923e-001,-1.963836e-005,1.782239e-005
2.622115e-001,-1.997406e-005,1.784487e-005
2.627308e-001,-2.030976e-005,1.786809e-005
2.632500e-001,-2.131685e-005,1.789207e-005
2.637692e-001,-2.098116e-005,1.791846e-005
2.642885e-001,-2.299535e-005,1.794398e-005
2.648077e-001,-2.433814e-005,1.797458e-005
2.653269e-001,-2.433814e-005,1.800880e-005
2.658462e-001,-2.333104e-005,1.804297e-005
2.663654e-001,-2.366674e-005,1.807430e-005
2.668846e-001,-2.400244e-005,1.810648e-005
2.674038e-001,-2.333104e-005,1.813953e-005
2.679231e-001,-2.299535e-005,1.817070e-005
2.684423e-001,-2.333104e-005,1.820092e-005
2.689615e-001,-2.047761e-005,1.823198e-005
2.694808e-001,-1.896696e-005,1.825588e-005
2.700000e-001,-2.165255e-005,1.827635e-005
2.705192e-001,-2.568093e-005,1.830300e-005
2.710385e-001,-2.366674e-005,1.834041e-005
2.715577e-001,-2.030976e-005,1.837213e-005
2.720769e-001,-1.930266e-005,1.839546e-005
2.725962e-001,-2.165255e-005,1.841650e-005
2.731154e-001,-2.333104e-005,1.844294e-005
2.736346e-001,-2.299535e-005,1.847360e-005
2.741538e-001,-2.165255e-005,1.850333e-005
2.746731e-001,-2.299535e-005,1.852965e-005
2.751923e-001,-2.433814e-005,1.855929e-005
2.757115e-001,-2.433814e-005,1.859243e-005
2.762308e-001,-2.299535e-005,1.862552e-005
2.767500e-001,-2.299535e-005,1.865501e-005
2.772692e-001,-2.165255e-005,1.868446e-005
2.777885e-001,-1.997406e-005,1.871052e-005
2.783077e-001,-1.896696e-005,1.873267e-005
2.788269e-001,-1.930266e-005,1.875262e-005
2.793462e-001,-2.064546e-005,1.877327e-005
2.798654e-001,-2.198825e-005,1.879685e-005
2.803846e-001,-2.232395e-005,1.882357e-005
2.809038e-001,-2.165255e-005,1.885107e-005
2.814231e-001,-2.131685e-005,1.887691e-005
2.819423e-001,-2.047761e-005,1.890191e-005
2.824615e-001,-1.913481e-005,1.892496e-005
2.829808e-001,-1.896696e-005,1.894506e-005
2.835000e-001,-1.896696e-005,1.896479e-005
2.840192e-001,-2.030976e-005,1.898450e-005
2.845385e-001,-2.182040e-005,1.900707e-005
2.850577e-001,-2.366674e-005,1.903309e-005
2.855769e-001,-2.500954e-005,1.906366e-005
2.860962e-001,-2.349889e-005,1.909774e-005
2.866154e-001,-2.165255e-005,1.912777e-005
2.871346e-001,-2.333104e-005,1.915323e-005
2.876538e-001,-2.433814e-005,1.918275e-005
2.881731e-001,-2.400244e-005,1.921482e-005
2.886923e-001,-2.299535e-005,1.924596e-005
2.892115e-001,-2.232395e-005,1.927450e-005
2.897308e-001,-2.165255e-005,1.930136e-005
