X [s],R DELTOID ANTERIOR: EMG 2 [V],R DELTOID ANTERIOR: EMG 2->filter (FilterSlidingRMS51) [V]
1.072938e+001,2.652018e-005,8.273088e-005
1.072990e+001,6.613260e-005,8.270414e-005
1.073042e+001,9.752041e-005,8.272870e-005
1.073094e+001,9.785611e-005,8.282253e-005
1.073146e+001,8.963150e-005,8.292178e-005
1.073198e+001,8.107119e-005,8.300760e-005
1.073250e+001,5.824369e-005,8.307980e-005
1.073302e+001,5.052262e-005,8.311523e-005
1.073354e+001,5.152972e-005,8.314091e-005
1.073406e+001,3.340200e-005,8.316475e-005
1.073458e+001,-4.196231e-006,8.316150e-005
1.073510e+001,-4.985122e-005,8.313809e-005
1.073562e+001,-9.768826e-005,8.315318e-005
1.073613e+001,-1.398184e-004,8.326909e-005
1.073665e+001,-1.717098e-004,8.351262e-005
1.073717e+001,-2.059510e-004,8.387641e-005
1.073769e+001,-2.348211e-004,8.439704e-005
1.073821e+001,-2.351568e-004,8.506954e-005
1.073873e+001,-2.002441e-004,8.573978e-005
1.073925e+001,-1.438468e-004,8.622385e-005
1.073977e+001,-6.999313e-005,8.647295e-005
1.074029e+001,3.860533e-006,8.653165e-005
1.074081e+001,5.136187e-005,8.653131e-005
1.074133e+001,7.200732e-005,8.656173e-005
1.074185e+001,7.905699e-005,8.662217e-005
1.074237e+001,7.570001e-005,8.669554e-005
1.074288e+001,6.361486e-005,8.676312e-005
1.074340e+001,4.179446e-005,8.681079e-005
1.074392e+001,1.326009e-005,8.683014e-005
1.074444e+001,-1.795987e-005,8.682476e-005
1.074496e+001,-4.145876e-005,8.681657e-005
1.074548e+001,-4.850843e-005,8.683253e-005
1.074600e+001,-4.330510e-005,8.686060e-005
1.074652e+001,-3.810178e-005,8.687974e-005
1.074704e+001,-3.642328e-005,8.684125e-005
1.074756e+001,-3.910887e-005,8.665123e-005
1.074808e+001,-4.112306e-005,8.634907e-005
1.074860e+001,-3.709468e-005,8.608258e-005
1.074912e+001,-3.172351e-005,8.592755e-005
1.074963e+001,-3.038071e-005,8.586665e-005
1.075015e+001,-3.340200e-005,8.584733e-005
1.075067e+001,-3.743038e-005,8.584622e-005
1.075119e+001,-3.306630e-005,8.586036e-005
1.075171e+001,-7.553216e-006,8.586977e-005
1.075223e+001,2.131685e-005,8.582501e-005
1.075275e+001,2.970932e-005,8.568040e-005
1.075327e+001,1.057450e-005,8.539564e-005
1.075379e+001,-3.071641e-005,8.492382e-005
1.075431e+001,-8.509956e-005,8.429991e-005
1.075483e+001,-1.317617e-004,8.379424e-005
1.075535e+001,-1.438468e-004,8.363507e-005
1.075587e+001,-1.169909e-004,8.368731e-005
1.075638e+001,-4.750134e-005,8.373258e-005
1.075690e+001,4.196231e-005,8.366995e-005
1.075742e+001,1.012131e-004,8.361613e-005
1.075794e+001,1.257191e-004,8.367900e-005
1.075846e+001,1.319295e-004,8.383354e-005
1.075898e+001,1.233692e-004,8.403913e-005
1.075950e+001,1.062486e-004,8.422289e-005
1.076002e+001,8.711375e-005,8.432852e-005
1.076054e+001,7.368582e-005,8.438803e-005
1.076106e+001,6.747540e-005,8.444718e-005
1.076158e+001,5.085832e-005,8.449968e-005
1.076210e+001,9.231709e-006,8.449306e-005
1.076262e+001,-3.776608e-005,8.442295e-005
1.076313e+001,-6.764325e-005,8.436805e-005
1.076365e+001,-7.939269e-005,8.437716e-005
1.076417e+001,-7.603571e-005,8.444159e-005
1.076469e+001,-4.045167e-005,8.451271e-005
1.076521e+001,2.182040e-006,8.452270e-005
1.076573e+001,9.231709e-006,8.449540e-005
1.076625e+001,-3.340200e-005,8.446205e-005
1.076677e+001,-1.072557e-004,8.444479e-005
1.076729e+001,-1.696956e-004,8.456232e-005
1.076781e+001,-2.015869e-004,8.489314e-005
1.076833e+001,-2.056153e-004,8.537402e-005
1.076885e+001,-1.868162e-004,8.588209e-005
1.076937e+001,-1.478752e-004,8.630213e-005
1.076988e+001,-8.744946e-005,8.656470e-005
1.077040e+001,-1.628138e-005,8.665646e-005
1.077092e+001,4.078737e-005,8.665839e-005
1.077144e+001,6.865034e-005,8.667461e-005
1.077196e+001,9.449913e-005,8.672362e-005
1.077248e+001,1.166552e-004,8.681905e-005
1.077300e+001,1.032273e-004,8.696861e-005
1.077352e+001,6.865034e-005,8.707841e-005
1.077404e+001,3.642328e-005,8.711104e-005
1.077456e+001,3.860533e-006,8.709641e-005
1.077508e+001,-3.541619e-005,8.705656e-005
1.077560e+001,-7.704280e-005,8.702572e-005
1.077612e+001,-1.129625e-004,8.706364e-005
1.077663e+001,-1.384756e-004,8.720956e-005
1.077715e+001,-1.398184e-004,8.743552e-005
1.077767e+001,-1.089342e-004,8.765219e-005
1.077819e+001,-6.546120e-005,8.778025e-005
1.077871e+001,-4.313725e-005,8.782910e-005
1.077923e+001,-3.373770e-005,8.784954e-005
1.077975e+001,9.567407e-006,8.785437e-005
1.078027e+001,7.435722e-005,8.784764e-005
1.078079e+001,9.584192e-005,8.791246e-005
1.078131e+001,6.361486e-005,8.798798e-005
1.078183e+001,-7.217518e-006,8.798697e-005
1.078235e+001,-9.617762e-005,8.797544e-005
1.078287e+001,-1.586175e-004,8.807964e-005
1.078338e+001,-1.707027e-004,8.835101e-005
1.078390e+001,-1.512322e-004,8.868535e-005
1.078442e+001,-1.200122e-004,8.895253e-005
1.078494e+001,-8.879225e-005,8.910160e-005
1.078546e+001,-5.723659e-005,8.913723e-005
1.078598e+001,-2.232395e-005,8.912365e-005
1.078650e+001,1.023880e-005,8.912347e-005
1.078702e+001,3.709468e-005,8.908912e-005
1.078754e+001,5.857939e-005,8.886346e-005
1.078806e+001,7.435722e-005,8.837153e-005
1.078858e+001,7.972839e-005,8.774621e-005
1.078910e+001,7.301442e-005,8.715503e-005
1.078962e+001,6.411841e-005,8.668131e-005
1.079013e+001,6.126497e-005,8.635466e-005
1.079065e+001,5.824369e-005,8.616147e-005
1.079117e+001,3.843748e-005,8.606268e-005
1.079169e+001,5.874723e-006,8.601129e-005
1.079221e+001,-2.500954e-005,8.599060e-005
1.079273e+001,-4.448005e-005,8.599808e-005
1.079325e+001,-5.052262e-005,8.598123e-005
1.079377e+001,-4.733349e-005,8.589943e-005
1.079429e+001,-4.213016e-005,8.580580e-005
1.079481e+001,-3.575189e-005,8.575663e-005
1.079533e+001,-2.903792e-005,8.574885e-005
1.079585e+001,-2.098116e-005,8.575545e-005
1.079637e+001,-1.594568e-005,8.576061e-005
1.079688e+001,-1.359579e-005,8.576363e-005
1.079740e+001,-1.091020e-005,8.576491e-005
1.079792e+001,-8.896010e-006,8.576314e-005
1.079844e+001,-8.224612e-006,8.575751e-005
1.079896e+001,-1.091020e-005,8.575033e-005
1.079948e+001,-1.577783e-005,8.574669e-005
1.080000e+001,-1.863127e-005,8.574649e-005
1.080052e+001,-2.198825e-005,8.574570e-005
1.080104e+001,-2.735943e-005,8.574037e-005
1.080156e+001,-3.239490e-005,8.573307e-005
1.080208e+001,-3.172351e-005,8.572392e-005
1.080260e+001,-2.433814e-005,8.568859e-005
1.080312e+001,-2.920577e-005,8.560544e-005
1.080363e+001,-5.253681e-005,8.555967e-005
1.080415e+001,-8.744946e-005,8.559318e-005
1.080467e+001,-1.257191e-004,8.560657e-005
1.080519e+001,-1.337758e-004,8.565747e-005
1.080571e+001,-8.073549e-005,8.583609e-005
1.080623e+001,2.249180e-005,8.591292e-005
1.080675e+001,1.206836e-004,8.588391e-005
1.080727e+001,1.738918e-004,8.600955e-005
1.080779e+001,1.780880e-004,8.634433e-005
1.080831e+001,1.519036e-004,8.672200e-005
1.080883e+001,1.260548e-004,8.698662e-005
1.080935e+001,1.005417e-004,8.708153e-005
1.080987e+001,6.025788e-005,8.704713e-005
1.081038e+001,1.258869e-005,8.697335e-005
1.081090e+001,-4.884413e-005,8.690115e-005
1.081142e+001,-1.096056e-004,8.689187e-005
1.081194e+001,-1.351186e-004,8.702696e-005
1.081246e+001,-1.169909e-004,8.724405e-005
1.081298e+001,-9.030289e-005,8.738986e-005
1.081350e+001,-7.754635e-005,8.743921e-005
1.081402e+001,-8.677805e-005,8.739841e-005
1.081454e+001,-1.129625e-004,8.726856e-005
1.081506e+001,-1.398184e-004,8.712833e-005
1.081558e+001,-1.525750e-004,8.709471e-005
1.081610e+001,-1.555963e-004,8.718386e-005
1.081662e+001,-1.485466e-004,8.735104e-005
1.081713e+001,-1.284047e-004,8.753650e-005
1.081765e+001,-9.282063e-005,8.768051e-005
1.081817e+001,-4.985122e-005,8.774625e-005
1.081869e+001,-1.795987e-005,8.775348e-005
1.081921e+001,-3.524834e-006,8.774538e-005
1.081973e+001,-6.210422e-006,8.773644e-005
1.082025e+001,-2.702373e-005,8.772725e-005
1.082077e+001,-4.750134e-005,8.772659e-005
1.082129e+001,-5.018692e-005,8.774669e-005
1.082181e+001,-3.709468e-005,8.777332e-005
1.082233e+001,-1.762417e-005,8.778844e-005
1.082285e+001,-1.007095e-006,8.779188e-005
1.082337e+001,1.460288e-005,8.779122e-005
1.082388e+001,2.635233e-005,8.778119e-005
1.082440e+001,4.347295e-005,8.772626e-005
1.082492e+001,8.845655e-005,8.759465e-005
1.082544e+001,1.260548e-004,8.751173e-005
1.082596e+001,1.173266e-004,8.761027e-005
1.082648e+001,7.167162e-005,8.776414e-005
1.082700e+001,8.224612e-006,8.781254e-005
1.082752e+001,-4.179446e-005,8.774846e-005
1.082804e+001,-4.129091e-005,8.767923e-005
1.082856e+001,-3.524834e-006,8.760874e-005
1.082908e+001,5.455100e-005,8.752761e-005
1.082960e+001,9.718471e-005,8.750022e-005
1.083012e+001,8.577096e-005,8.757482e-005
1.083063e+001,3.138781e-005,8.764427e-005
1.083115e+001,-4.045167e-005,8.764427e-005
1.083167e+001,-1.102770e-004,8.764991e-005
1.083219e+001,-1.572747e-004,8.777668e-005
1.083271e+001,-1.559319e-004,8.804883e-005
1.083323e+001,-1.250477e-004,8.831584e-005
1.083375e+001,-8.577096e-005,8.848579e-005
1.083427e+001,-3.508049e-005,8.856158e-005
1.083479e+001,3.860533e-006,8.855988e-005
1.083531e+001,6.378271e-006,8.854116e-005
1.083583e+001,-2.064546e-005,8.854106e-005
1.083635e+001,-7.032883e-005,8.852455e-005
1.083687e+001,-1.169909e-004,8.851413e-005
1.083738e+001,-1.317617e-004,8.859828e-005
1.083790e+001,-1.351186e-004,8.876984e-005
1.083842e+001,-1.441825e-004,8.898265e-005
1.083894e+001,-1.458610e-004,8.921028e-005
1.083946e+001,-1.297475e-004,8.939530e-005
1.083998e+001,-1.018845e-004,8.949370e-005
1.084050e+001,-6.076142e-005,8.953728e-005
1.084102e+001,-1.829557e-005,8.953414e-005
1.084154e+001,9.903105e-006,8.951775e-005
1.084206e+001,2.735943e-005,8.951652e-005
1.084258e+001,4.045167e-005,8.952251e-005
1.084310e+001,5.085832e-005,8.952802e-005
1.084362e+001,6.025788e-005,8.954458e-005
1.084413e+001,6.529335e-005,8.958338e-005
1.084465e+001,6.529335e-005,8.963224e-005
1.084517e+001,6.092927e-005,8.967580e-005
1.084569e+001,5.018692e-005,8.971269e-005
1.084621e+001,3.709468e-005,8.973756e-005
1.084673e+001,2.735943e-005,8.974772e-005
1.084725e+001,1.661708e-005,8.974294e-005
1.084777e+001,1.510643e-006,8.971209e-005
1.084829e+001,-1.460288e-005,8.965033e-005
1.084881e+001,-2.836652e-005,8.960310e-005
1.084933e+001,-4.448005e-005,8.959469e-005
1.084985e+001,-6.663615e-005,8.961362e-005
1.085037e+001,-7.872129e-005,8.966487e-005
1.085088e+001,-7.435722e-005,8.973577e-005
1.085140e+001,-5.471885e-005,8.979805e-005
1.085192e+001,-2.500954e-005,8.979184e-005
1.085244e+001,2.030976e-005,8.975123e-005
1.085296e+001,7.838559e-005,8.974578e-005
1.085348e+001,1.186694e-004,8.981690e-005
1.085400e+001,1.300832e-004,8.997528e-005
1.085452e+001,1.211871e-004,9.016811e-005
1.085504e+001,9.349202e-005,9.033649e-005
1.085556e+001,7.435722e-005,9.042469e-005
1.085608e+001,7.469291e-005,9.046120e-005
1.085660e+001,7.100023e-005,9.048098e-005
1.085712e+001,4.884413e-005,9.044485e-005
1.085763e+001,2.265965e-005,9.030196e-005
1.085815e+001,1.258869e-005,9.015019e-005
1.085867e+001,-2.853437e-006,9.008592e-005
1.085919e+001,-5.857939e-005,9.008319e-005
1.085971e+001,-1.378042e-004,9.009997e-005
1.086023e+001,-1.908446e-004,9.024436e-005
1.086075e+001,-1.948730e-004,9.056048e-005
1.086127e+001,-1.646601e-004,9.089899e-005
1.086179e+001,-1.297475e-004,9.116335e-005
1.086231e+001,-1.213550e-004,9.135321e-005
1.086283e+001,-1.391470e-004,9.151445e-005
1.086335e+001,-1.552606e-004,9.172703e-005
1.086387e+001,-1.542535e-004,9.199961e-005
1.086438e+001,-1.337758e-004,9.226063e-005
1.086490e+001,-1.002060e-004,9.244456e-005
1.086542e+001,-6.546120e-005,9.255037e-005
1.086594e+001,-3.205920e-005,9.259681e-005
1.086646e+001,-5.874723e-006,9.258337e-005
1.086698e+001,5.203327e-006,9.253236e-005
1.086750e+001,6.210422e-006,9.245319e-005
1.086802e+001,6.546120e-006,9.236494e-005
1.086854e+001,1.191730e-005,9.228707e-005
1.086906e+001,1.728847e-005,9.222581e-005
1.086958e+001,1.997406e-005,9.217759e-005
1.087010e+001,1.963836e-005,9.212683e-005
1.087062e+001,2.400244e-005,9.204879e-005
1.087113e+001,5.824369e-005,9.189883e-005
1.087165e+001,9.752041e-005,9.165709e-005
1.087217e+001,9.651331e-005,9.137720e-005
1.087269e+001,6.495765e-005,9.110267e-005
1.087321e+001,1.930266e-005,9.090221e-005
1.087373e+001,-2.534523e-005,9.081831e-005
1.087425e+001,-5.656519e-005,9.081415e-005
1.087477e+001,-7.133593e-005,9.084940e-005
1.087529e+001,-7.469291e-005,9.088360e-005
1.087581e+001,-6.932174e-005,9.086588e-005
1.087633e+001,-6.059357e-005,9.073509e-005
1.087685e+001,-4.917983e-005,9.051136e-005
1.087737e+001,-3.591974e-005,9.034060e-005
1.087788e+001,-2.601663e-005,9.026877e-005
1.087840e+001,-2.182040e-005,9.023613e-005
1.087892e+001,-1.527428e-005,9.021022e-005
1.087944e+001,-4.531929e-006,9.018906e-005
1.087996e+001,1.846342e-006,9.016949e-005
1.088048e+001,3.189136e-006,9.015506e-005
1.088100e+001,6.210422e-006,9.015473e-005
1.088152e+001,7.721065e-006,9.007426e-005
1.088204e+001,7.217518e-006,8.973936e-005
1.088256e+001,1.527428e-005,8.912983e-005
1.088308e+001,2.937362e-005,8.848529e-005
1.088360e+001,3.575189e-005,8.803578e-005
1.088412e+001,3.340200e-005,8.781922e-005
1.088463e+001,2.534523e-005,8.777162e-005
1.088515e+001,1.158160e-005,8.777866e-005
1.088567e+001,-6.378271e-006,8.776483e-005
1.088619e+001,-2.182040e-005,8.773704e-005
1.088671e+001,-3.273060e-005,8.771959e-005
1.088723e+001,-3.843748e-005,8.771508e-005
1.088775e+001,-4.246586e-005,8.772787e-005
1.088827e+001,-4.884413e-005,8.774900e-005
1.088879e+001,-5.152972e-005,8.777456e-005
1.088931e+001,-4.917983e-005,8.780564e-005
1.088983e+001,-4.716563e-005,8.782636e-005
1.089035e+001,-3.340200e-005,8.781703e-005
1.089087e+001,-6.881819e-006,8.779191e-005
1.089138e+001,-8.224612e-006,8.777009e-005
1.089190e+001,-4.179446e-005,8.774674e-005
1.089242e+001,-7.402152e-005,8.769116e-005
1.089294e+001,-8.879225e-005,8.763785e-005
1.089346e+001,-9.449913e-005,8.765534e-005
1.089398e+001,-9.835965e-005,8.774472e-005
1.089450e+001,-9.987030e-005,8.785899e-005
1.089502e+001,-9.449913e-005,8.796718e-005
1.089554e+001,-7.804990e-005,8.805921e-005
1.089606e+001,-5.387960e-005,8.811629e-005
1.089658e+001,-4.112306e-005,8.813123e-005
1.089710e+001,-3.642328e-005,8.812381e-005
1.089762e+001,-1.527428e-005,8.810260e-005
1.089813e+001,6.546120e-006,8.805400e-005
1.089865e+001,1.728847e-005,8.797880e-005
1.089917e+001,2.534523e-005,8.789262e-005
1.089969e+001,4.145876e-005,8.783000e-005
1.090021e+001,6.361486e-005,8.781065e-005
1.090073e+001,8.845655e-005,8.783513e-005
1.090125e+001,9.651331e-005,8.791007e-005
1.090177e+001,7.821774e-005,8.800360e-005
1.090229e+001,6.160067e-005,8.805899e-005
1.090281e+001,6.562905e-005,8.809008e-005
1.090333e+001,5.891508e-005,8.813184e-005
1.090385e+001,2.769513e-005,8.816681e-005
1.090437e+001,-3.524834e-006,8.817146e-005
1.090488e+001,-3.642328e-005,8.816867e-005
1.090540e+001,-9.248493e-005,8.818323e-005
1.090592e+001,-1.599603e-004,8.828183e-005
1.090644e+001,-2.103151e-004,8.856587e-005
1.090696e+001,-2.250858e-004,8.902326e-005
1.090748e+001,-1.881590e-004,8.948185e-005
1.090800e+001,-1.022202e-004,8.970530e-005
1.090852e+001,-2.769513e-005,8.965287e-005
1.090904e+001,1.191730e-005,8.957644e-005
1.090956e+001,2.467384e-005,8.957448e-005
1.091008e+001,1.963836e-005,8.951264e-005
1.091060e+001,-8.560311e-006,8.917676e-005
1.091112e+001,-7.167162e-005,8.855273e-005
1.091163e+001,-1.371328e-004,8.791249e-005
1.091215e+001,-1.579461e-004,8.758246e-005
1.091267e+001,-1.196765e-004,8.755543e-005
1.091319e+001,-5.052262e-005,8.756390e-005
1.091371e+001,3.524834e-006,8.750617e-005
1.091423e+001,3.038071e-005,8.748118e-005
1.091475e+001,4.548714e-005,8.748900e-005
1.091527e+001,6.495765e-005,8.745081e-005
1.091579e+001,7.687495e-005,8.738437e-005
1.091631e+001,6.160067e-005,8.732540e-005
1.091683e+001,1.896696e-005,8.722041e-005
1.091735e+001,-2.970932e-005,8.700902e-005
1.091787e+001,-7.234302e-005,8.668975e-005
1.091838e+001,-1.008774e-004,8.630877e-005
1.091890e+001,-1.049058e-004,8.594111e-005
1.091942e+001,-8.358892e-005,8.564549e-005
1.091994e+001,-4.716563e-005,8.541944e-005
1.092046e+001,-1.023880e-005,8.524358e-005
1.092098e+001,1.191730e-005,8.511818e-005
1.092150e+001,1.443504e-005,8.503961e-005
1.092202e+001,6.546120e-006,8.498453e-005
1.092254e+001,-1.678492e-007,8.493812e-005
1.092306e+001,-5.539025e-006,8.489013e-005
1.092358e+001,-8.224612e-006,8.484250e-005
1.092410e+001,-6.378271e-006,8.480994e-005
1.092462e+001,-2.853437e-006,8.479387e-005
1.092513e+001,5.203327e-006,8.478670e-005
1.092565e+001,1.930266e-005,8.478366e-005
1.092617e+001,3.709468e-005,8.478676e-005
1.092669e+001,5.874724e-005,8.480316e-005
1.092721e+001,7.032883e-005,8.484417e-005
1.092773e+001,6.160067e-005,8.489818e-005
1.092825e+001,3.440909e-005,8.494437e-005
1.092877e+001,-8.224612e-006,8.485866e-005
1.092929e+001,-5.488670e-005,8.440741e-005
1.092981e+001,-8.845655e-005,8.384264e-005
1.093033e+001,-1.109483e-004,8.350472e-005
1.093085e+001,-1.237049e-004,8.346641e-005
1.093137e+001,-1.200122e-004,8.362874e-005
1.093188e+001,-7.133593e-005,8.380545e-005
1.093240e+001,2.517739e-006,8.383519e-005
1.093292e+001,4.414435e-005,8.377363e-005
1.093344e+001,4.582284e-005,8.376529e-005
1.093396e+001,2.702373e-005,8.379100e-005
1.093448e+001,6.378271e-006,8.379576e-005
1.093500e+001,9.231709e-006,8.379615e-005
1.093552e+001,4.078737e-005,8.378986e-005
1.093604e+001,8.073549e-005,8.378521e-005
1.093656e+001,1.132982e-004,8.380145e-005
1.093708e+001,1.193408e-004,8.380238e-005
1.093760e+001,9.919890e-005,8.368766e-005
1.093812e+001,8.812085e-005,8.348983e-005
1.093863e+001,9.617762e-005,8.331777e-005
1.093915e+001,7.905699e-005,8.326240e-005
1.093967e+001,9.063859e-006,8.331323e-005
1.094019e+001,-8.912795e-005,8.331159e-005
1.094071e+001,-1.683528e-004,8.340648e-005
1.094123e+001,-2.042725e-004,8.375306e-005
1.094175e+001,-1.957122e-004,8.419896e-005
1.094227e+001,-1.529107e-004,8.449252e-005
1.094279e+001,-9.953460e-005,8.453269e-005
1.094331e+001,-5.488670e-005,8.441864e-005
1.094383e+001,-3.121996e-005,8.427326e-005
1.094435e+001,-1.930266e-005,8.417585e-005
1.094487e+001,-5.539025e-006,8.414093e-005
1.094538e+001,6.546120e-006,8.413717e-005
1.094590e+001,7.217518e-006,8.413665e-005
1.094642e+001,-9.567407e-006,8.412936e-005
1.094694e+001,-4.078737e-005,8.411934e-005
1.094746e+001,-7.670710e-005,8.412995e-005
1.094798e+001,-1.045701e-004,8.419338e-005
1.094850e+001,-1.156481e-004,8.431928e-005
1.094902e+001,-1.132982e-004,8.447350e-005
1.094954e+001,-9.953460e-005,8.461775e-005
1.095006e+001,-7.435722e-005,8.473230e-005
1.095058e+001,-4.582284e-005,8.480007e-005
1.095110e+001,-1.359579e-005,8.481875e-005
1.095162e+001,5.018692e-005,8.481897e-005
1.095213e+001,1.146410e-004,8.483776e-005
1.095265e+001,1.270619e-004,8.495323e-005
1.095317e+001,8.812085e-005,8.512261e-005
1.095369e+001,1.930266e-005,8.521626e-005
1.095421e+001,-6.395056e-005,8.521076e-005
1.095473e+001,-1.331044e-004,8.522390e-005
1.095525e+001,-1.621424e-004,8.540171e-005
1.095577e+001,-1.472038e-004,8.571809e-005
1.095629e+001,-1.022202e-004,8.595762e-005
1.095681e+001,-3.910887e-005,8.599777e-005
1.095733e+001,8.560311e-006,8.591282e-005
1.095785e+001,2.265965e-005,8.585269e-005
1.095837e+001,1.376364e-005,8.584723e-005
1.095888e+001,-1.510643e-006,8.584632e-005
1.095940e+001,-1.225299e-005,8.581248e-005
1.095992e+001,-1.963836e-005,8.578460e-005
1.096044e+001,-2.366674e-005,8.578529e-005
1.096096e+001,-2.635233e-005,8.578089e-005
1.096148e+001,-3.340200e-005,8.564629e-005
1.096200e+001,-4.045167e-005,8.528278e-005
1.096252e+001,-3.776608e-005,8.487482e-005
1.096304e+001,3.189136e-006,8.462654e-005
1.096356e+001,7.637141e-005,8.456819e-005
1.096408e+001,1.287404e-004,8.463686e-005
1.096460e+001,1.139696e-004,8.471870e-005
1.096512e+001,4.414435e-005,8.446624e-005
1.096563e+001,-4.850843e-005,8.376333e-005
1.096615e+001,-1.378042e-004,8.295076e-005
1.096667e+001,-2.059510e-004,8.243560e-005
1.096719e+001,-2.422065e-004,8.239654e-005
1.096771e+001,-2.344854e-004,8.276818e-005
1.096823e+001,-1.747311e-004,8.329866e-005
1.096875e+001,-8.812085e-005,8.364833e-005
1.096927e+001,-1.091020e-005,8.374175e-005
1.096979e+001,3.978027e-005,8.373666e-005
1.097031e+001,6.747540e-005,8.372072e-005
1.097083e+001,7.335011e-005,8.368338e-005
1.097135e+001,6.965744e-005,8.361696e-005
1.097187e+001,7.670710e-005,8.356306e-005
1.097238e+001,9.231708e-005,8.357055e-005
1.097290e+001,9.785611e-005,8.365040e-005
1.097342e+001,1.017166e-004,8.376453e-005
1.097394e+001,1.097734e-004,8.389191e-005
1.097446e+001,1.035630e-004,8.402943e-005
1.097498e+001,6.294347e-005,8.414485e-005
1.097550e+001,-6.881819e-006,8.417770e-005
1.097602e+001,-7.301442e-005,8.416280e-005
1.097654e+001,-1.156481e-004,8.421845e-005
1.097706e+001,-1.307546e-004,8.437845e-005
1.097758e+001,-1.223621e-004,8.458600e-005
1.097810e+001,-8.778516e-005,8.476811e-005
1.097862e+001,-5.085832e-005,8.486152e-005
1.097913e+001,-3.440909e-005,8.489200e-005
1.097965e+001,-3.373770e-005,8.489789e-005
1.098017e+001,-2.467384e-005,8.485826e-005
1.098069e+001,2.803082e-005,8.474915e-005
1.098121e+001,1.032273e-004,8.464127e-005
1.098173e+001,1.468681e-004,8.467347e-005
1.098225e+001,1.317617e-004,8.485738e-005
1.098277e+001,6.697185e-005,8.502833e-005
1.098329e+001,-4.867628e-006,8.505196e-005
1.098381e+001,-4.666209e-005,8.501979e-005
1.098433e+001,-7.368582e-005,8.503276e-005
1.098485e+001,-1.089342e-004,8.509890e-005
1.098537e+001,-1.467002e-004,8.521342e-005
1.098588e+001,-1.666743e-004,8.535941e-005
1.098640e+001,-1.411612e-004,8.545959e-005
1.098692e+001,-4.716563e-005,8.534326e-005
1.098744e+001,4.951553e-005,8.485231e-005
1.098796e+001,7.972839e-005,8.420435e-005
1.098848e+001,5.488670e-005,8.359798e-005
1.098900e+001,1.225299e-005,8.313556e-005
1.098952e+001,-2.383459e-005,8.287832e-005
1.099004e+001,-4.850843e-005,8.282398e-005
1.099056e+001,-5.253681e-005,8.285332e-005
1.099108e+001,-3.239490e-005,8.285485e-005
1.099160e+001,-1.695277e-005,8.280294e-005
1.099212e+001,-2.433814e-005,8.272806e-005
1.099263e+001,-5.085832e-005,8.266347e-005
1.099315e+001,-8.795301e-005,8.264511e-005
1.099367e+001,-1.233692e-004,8.272040e-005
1.099419e+001,-1.428397e-004,8.290924e-005
1.099471e+001,-1.431754e-004,8.316062e-005
1.099523e+001,-1.344472e-004,8.339505e-005
1.099575e+001,-1.225299e-004,8.359080e-005
1.099627e+001,-1.082628e-004,8.375402e-005
1.099679e+001,-9.684901e-005,8.388138e-005
1.099731e+001,-8.274968e-005,8.398112e-005
1.099783e+001,-6.076142e-005,8.404692e-005
1.099835e+001,-2.702373e-005,8.407166e-005
1.099887e+001,3.860533e-006,8.406368e-005
1.099938e+001,6.881819e-006,8.405142e-005
1.099990e+001,-1.225299e-005,8.404058e-005
1.100042e+001,-2.719158e-005,8.402864e-005
1.100094e+001,-2.635233e-005,8.402045e-005
1.100146e+001,-9.567407e-006,8.401552e-005
1.100198e+001,9.903105e-006,8.401595e-005
1.100250e+001,2.467384e-005,8.401154e-005
1.100302e+001,4.817273e-005,8.400815e-005
1.100354e+001,1.240406e-004,8.403548e-005
1.100406e+001,2.093080e-004,8.421393e-005
1.100458e+001,2.173648e-004,8.466411e-005
1.100510e+001,1.545892e-004,8.503026e-005
1.100562e+001,6.361486e-005,8.506944e-005
1.100613e+001,-2.265965e-005,8.495157e-005
1.100665e+001,-8.812085e-005,8.493024e-005
1.100717e+001,-1.237049e-004,8.500370e-005
1.100769e+001,-1.300832e-004,8.506554e-005
1.100821e+001,-1.143053e-004,8.507918e-005
1.100873e+001,-8.812085e-005,8.502614e-005
1.100925e+001,-6.361486e-005,8.493496e-005
1.100977e+001,-4.515145e-005,8.484628e-005
1.101029e+001,-3.440909e-005,8.477826e-005
1.101081e+001,-3.239490e-005,8.472618e-005
1.101133e+001,-3.591974e-005,8.468319e-005
1.101185e+001,-3.273060e-005,8.466727e-005
1.101237e+001,-2.702373e-005,8.467938e-005
1.101288e+001,-2.534523e-005,8.467084e-005
1.101340e+001,-2.433814e-005,8.462253e-005
1.101392e+001,-2.366674e-005,8.455235e-005
1.101444e+001,-2.534523e-005,8.448814e-005
1.101496e+001,-3.172351e-005,8.447590e-005
1.101548e+001,-4.380865e-005,8.448822e-005
1.101600e+001,-5.589380e-005,8.451079e-005
1.101652e+001,-6.294347e-005,8.453549e-005
1.101704e+001,-6.730755e-005,8.444270e-005
1.101756e+001,-7.301442e-005,8.414344e-005
1.101808e+001,-6.999313e-005,8.370614e-005
1.101860e+001,-5.186542e-005,8.324066e-005
1.101912e+001,-2.165255e-005,8.283745e-005
1.101963e+001,9.231709e-006,8.256849e-005
1.102015e+001,3.642328e-005,8.247323e-005
1.102067e+001,6.260777e-005,8.248661e-005
1.102119e+001,9.181353e-005,8.251503e-005
1.102171e+001,1.092699e-004,8.256185e-005
1.102223e+001,1.099413e-004,8.259973e-005
1.102275e+001,1.159838e-004,8.258058e-005
